client_id,declared_income,employment_type,is_banked,base_risk_score,age,city_type,education_level,household_size,total_sessions,avg_duration,pct_conversion,avg_steps,tx_count,tx_avg_amount,tx_std_amount,tx_income_pct,payments_count,on_time_rate,overdue_rate,max_dpd,apps_count,approved_count,avg_decision_score,rejection_rate,risk_index
33,15000000.0,informal,True,0.4761904761904761,45,urban,secondary,1,4,103.72060949390992,0.5,2.0,17,113032.86682544101,68623.28563199188,0.5294117647058824,36,0.05555555555555555,0.0,30,3,3,0.8476652765974357,0.0,0.4685916779712633
34,15000000.0,informal,True,0.5714285714285713,58,rural,primary,5,3,121.65402290825064,1.0,2.6666666666666665,12,102527.70475761063,65045.25966257208,0.5833333333333334,6,0.0,0.0,26,1,1,0.8336584909828159,0.0,0.44118379889814785
35,15000000.0,informal,True,0.5194805194805193,31,urban,primary,7,7,162.4289263201365,0.8571428571428571,2.142857142857143,11,82353.49459393295,59237.05218530467,0.5454545454545454,15,0.13333333333333333,0.0,22,3,3,0.9300695092134664,0.0,0.3999889261094654
36,15000000.0,independent,True,0.3246753246753246,23,urban,secondary,2,1,75.76480360306218,0.0,3.0,14,142369.6653023429,78900.35806600988,0.5714285714285714,12,0.0,0.0,29,2,2,1.0,0.0,0.529636499543202
37,15000000.0,informal,True,0.6796536796536796,68,rural,secondary,3,2,86.36557342504528,1.0,1.0,8,122254.72154277262,43052.23584412005,0.5,48,0.020833333333333332,0.020833333333333332,39,5,4,0.7885096548742896,0.19999999999999996,0.4941931286509232
38,15000000.0,formal,True,0.1385281385281385,43,rural,primary,5,7,159.5156139828304,0.5714285714285714,2.7142857142857144,19,117015.76663731887,89794.8176341933,0.631578947368421,9,0.4444444444444444,0.0,25,1,1,1.0,0.0,0.25624982697046045
39,15000000.0,informal,True,0.5281385281385281,25,rural,secondary,2,4,96.88906375794329,0.75,2.75,10,84821.51379372124,30595.947925296146,0.6,9,0.0,0.0,29,1,1,1.0,0.0,0.46623847623266246
40,15000000.0,informal,True,0.4761904761904761,55,urban,secondary,7,4,133.44124966619185,0.5,2.5,11,127621.93991542811,104217.19839460678,0.45454545454545453,9,0.1111111111111111,0.0,30,2,2,0.9746967739111491,0.0,0.44727443869217354
41,15000000.0,formal,True,0.29870129870129863,21,urban,primary,2,3,151.33161180340394,0.6666666666666666,2.0,15,86243.88645444982,63836.04613845147,0.6666666666666666,12,0.08333333333333333,0.0,22,1,1,1.0,0.0,0.40823897455773644
42,15000000.0,informal,True,0.4329004329004328,43,urban,university,4,7,131.95206315471597,0.42857142857142855,3.2857142857142856,13,101927.44506654376,49106.716337389866,0.38461538461538464,24,0.125,0.0,27,2,2,0.8829662857818664,0.0,0.44415990697931956
43,15000000.0,formal,True,0.08658008658008656,58,urban,primary,3,7,182.0465694740425,0.42857142857142855,3.7142857142857144,23,132036.68908151935,78883.62045960831,0.6086956521739131,12,0.3333333333333333,0.0,19,1,1,1.0,0.0,0.3088508070097728
44,15000000.0,informal,True,0.4848484848484848,59,rural,university,5,6,157.22826901298956,0.16666666666666666,2.6666666666666665,18,84394.31042397727,69950.47861758767,0.2222222222222222,9,0.1111111111111111,0.1111111111111111,34,1,1,1.0,0.0,0.5197161392726299
45,15000000.0,independent,True,0.28138528138528135,43,urban,university,2,4,150.26785965996544,0.75,3.0,23,137079.86382127609,82741.88082538286,0.43478260869565216,6,0.0,0.0,27,1,1,1.0,0.0,0.42678774120317825
46,15000000.0,formal,True,0.04329004329004328,39,urban,secondary,1,6,201.43868297824383,0.6666666666666666,2.6666666666666665,17,132981.38930053578,56073.19859878601,0.5294117647058824,9,0.6666666666666666,0.0,13,2,2,0.9576627736953599,0.0,0.1435729907809862
47,15000000.0,independent,True,0.5194805194805193,65,urban,primary,4,2,141.43817135495829,0.0,2.5,17,127888.21388602974,58672.60793602059,0.4117647058823529,48,0.08333333333333333,0.041666666666666664,31,5,5,0.8000897623222484,0.0,0.5394645773926524
48,15000000.0,informal,True,0.4329004329004328,28,urban,technical,7,1,111.06947542826828,0.0,5.0,11,107247.56811543983,71898.18217862461,0.18181818181818182,9,0.0,0.0,28,1,1,0.8555371621765204,0.0,0.5469394535035021
49,15000000.0,informal,True,0.5281385281385281,22,rural,secondary,5,1,143.31595741587586,1.0,3.0,21,104747.81245310072,56981.91506195552,0.5714285714285714,12,0.16666666666666666,0.0,29,2,2,0.9130356274297603,0.0,0.3703108994767587
50,15000000.0,informal,True,0.5194805194805193,26,urban,primary,6,7,139.1849760134224,0.5714285714285714,2.4285714285714284,18,127638.92756783457,62515.384903873884,0.3333333333333333,21,0.19047619047619047,0.0,24,2,2,0.9145994474969121,0.0,0.4146064616151269
51,15000000.0,informal,True,0.6277056277056277,63,urban,secondary,4,2,140.7061266663365,0.0,2.5,12,129421.34441829658,45800.48521044049,0.5,15,0.06666666666666667,0.0,23,2,2,0.7969811921043246,0.0,0.5525040834971346
52,15000000.0,informal,True,0.4761904761904761,44,urban,secondary,1,3,145.41514333572232,0.3333333333333333,3.6666666666666665,8,110273.1108734959,74799.61479790724,0.625,30,0.03333333333333333,0.0,25,4,4,0.9840256008331656,0.0,0.4984358129619889
53,15000000.0,informal,True,0.6450216450216448,20,urban,university,3,3,136.10493761945432,0.3333333333333333,2.3333333333333335,7,112301.06541476212,32035.617629253924,0.42857142857142855,9,0.0,0.0,30,1,1,0.9467757346495707,0.0,0.5382187647075108
54,15000000.0,informal,True,0.4329004329004328,27,urban,technical,7,9,122.3996729678366,0.6666666666666666,3.111111111111111,10,112952.71973911319,89872.37594335138,0.4,9,0.2222222222222222,0.0,10,1,1,0.6789687410473852,0.0,0.3764015392707843
55,15000000.0,informal,True,0.6969696969696968,19,rural,university,6,6,48.58496196375244,0.5,2.6666666666666665,11,79487.07119247712,53037.44713981134,0.36363636363636365,24,0.08333333333333333,0.08333333333333333,35,3,1,0.6109953655456579,0.6666666666666667,0.6424517593643586
56,15000000.0,informal,True,0.5844155844155843,64,urban,technical,5,3,156.62147468932594,0.3333333333333333,2.3333333333333335,13,136623.75073328556,57273.8416627572,0.46153846153846156,9,0.0,0.0,28,1,1,0.9327164351837322,0.0,0.5285291104897428
57,15000000.0,informal,True,0.4761904761904761,44,urban,secondary,3,5,175.0866880856832,0.6,3.2,13,126623.80546234905,77801.23933300412,0.5384615384615384,30,0.1,0.03333333333333333,35,5,5,0.8687449848588218,0.0,0.44727443869217354
58,15000000.0,informal,True,0.7402597402597401,21,rural,secondary,5,8,119.10223725846414,0.5,2.125,10,143298.25283121056,63563.714104723935,0.5,36,0.027777777777777776,0.0,29,5,2,0.664328921797492,0.6,0.6365825973810249
59,15000000.0,formal,True,0.0,30,urban,university,5,6,207.85423561296804,0.5,3.6666666666666665,22,167892.43429124652,65259.719199447456,0.7727272727272727,12,0.5,0.0,12,1,1,1.0,0.0,0.22192076631322505
60,15000000.0,informal,True,0.4329004329004328,53,urban,university,5,3,156.64510779775108,0.6666666666666666,4.0,14,120837.45807071161,62819.691204207295,0.5,15,0.06666666666666667,0.0,12,2,2,0.9910780813026352,0.0,0.4360898092522355
61,15000000.0,informal,True,0.4329004329004328,51,urban,technical,7,8,155.11440971873034,0.625,2.75,11,126494.40712408199,54704.231572604185,0.5454545454545454,27,0.037037037037037035,0.0,25,5,5,0.8453903486189256,0.0,0.45278831335418923
62,15000000.0,informal,True,0.5844155844155843,64,urban,technical,5,3,116.52467891807419,0.6666666666666666,2.0,14,116063.12470149259,84534.95341455894,0.42857142857142855,27,0.1111111111111111,0.0,23,4,4,0.8796246938069315,0.0,0.44326015337338387
63,15000000.0,formal,True,0.25541125541125537,19,urban,secondary,2,9,135.89413500782246,0.3333333333333333,3.2222222222222223,14,122075.79343467312,59804.02505454758,0.5,12,0.08333333333333333,0.0,19,2,2,1.0,0.0,0.4439522715317959
64,15000000.0,informal,True,0.7835497835497833,21,rural,primary,2,1,20.0,0.0,2.0,5,97223.867420328,56238.657703259676,0.6,9,0.0,0.1111111111111111,36,2,0,0.546835463597056,1.0,0.8232791635521349
65,15000000.0,formal,True,0.26406926406926395,20,rural,university,5,8,137.13055986358944,0.75,2.625,16,133734.00319503265,77567.18221015196,0.5,18,0.05555555555555555,0.0,29,2,2,1.0,0.0,0.40270202929044047
66,15000000.0,independent,True,0.41125541125541115,40,urban,none,7,2,115.38160695439649,0.5,3.0,24,128757.45561677688,66387.4001922469,0.5833333333333334,3,0.3333333333333333,0.0,6,1,1,0.80543456632837,0.0,0.35162370919963454
67,15000000.0,informal,True,0.5194805194805193,59,urban,primary,7,8,138.0009047326293,0.375,2.375,14,126962.45604227374,85982.97291322777,0.7142857142857143,3,0.0,0.0,18,1,1,1.0,0.0,0.5128180282937903
68,15000000.0,independent,True,0.3246753246753246,55,urban,secondary,5,6,166.5663597008055,0.6666666666666666,4.166666666666667,11,137879.12648278335,60653.56447370328,0.5454545454545454,24,0.041666666666666664,0.0,23,3,3,0.7910461711661121,0.0,0.42837961296752575
69,15000000.0,formal,True,0.04329004329004328,29,urban,secondary,4,3,149.00005468168183,0.3333333333333333,3.3333333333333335,19,159072.14675760307,57284.237716127114,0.5789473684210527,3,0.6666666666666666,0.0,3,1,1,1.0,0.0,0.18620746933916565
70,15000000.0,informal,True,0.4761904761904761,55,urban,secondary,6,7,161.00672910744947,0.5714285714285714,3.0,15,133824.49515736365,70386.2768813635,0.4,18,0.16666666666666666,0.0,20,4,4,0.8183769801197938,0.0,0.4168212397220454
71,15000000.0,informal,True,0.5194805194805193,55,urban,primary,7,7,169.24691362007766,0.7142857142857143,2.2857142857142856,15,96140.25687647292,54680.14916999153,0.4666666666666667,9,0.2222222222222222,0.2222222222222222,33,2,2,0.7388114391011393,0.0,0.4409992340559047
72,15000000.0,formal,True,0.08658008658008656,28,urban,primary,1,2,196.9863072081548,1.0,4.0,18,153155.04836247338,65196.34971315187,0.6666666666666666,3,0.3333333333333333,0.0,2,1,1,1.0,0.0,0.2357631294814651
73,15000000.0,independent,True,0.4199134199134198,60,rural,primary,3,3,133.6925717925697,1.0,2.6666666666666665,10,111852.55413842978,75464.72341029289,0.3,9,0.0,0.0,29,1,1,0.7295475718889609,0.0,0.41695966335372775
74,15000000.0,informal,True,0.5281385281385281,42,rural,secondary,3,3,152.23762302423134,0.3333333333333333,2.6666666666666665,13,127703.72069308063,42713.1741340998,0.46153846153846156,15,0.13333333333333333,0.0,25,3,3,0.8634137908532081,0.0,0.46837020016057146
75,15000000.0,informal,True,0.7748917748917747,21,urban,none,4,2,52.62705179999554,0.0,1.5,10,87785.0292144114,47665.66046694781,0.1,6,0.0,0.3333333333333333,38,1,1,0.7038044428223466,0.0,0.6868857451344095
76,15000000.0,formal,True,0.05194805194805194,40,rural,technical,3,8,208.45095610826735,0.375,3.0,14,148672.0163593267,67076.66043490738,0.7142857142857143,3,0.3333333333333333,0.0,16,1,1,0.9213512751404301,0.0,0.31016583151075555
77,15000000.0,informal,True,0.6709956709956709,61,urban,primary,3,2,138.89018676366777,0.0,3.0,13,117511.4284517609,73773.42205546272,0.7692307692307693,21,0.09523809523809523,0.0,25,3,3,0.8685230853242474,0.0,0.5484621134520086
78,15000000.0,formal,True,0.04329004329004328,57,urban,secondary,1,6,195.0900545675037,0.6666666666666666,3.5,17,141780.91170060815,84056.70293404402,0.7058823529411765,6,0.3333333333333333,0.0,18,1,1,1.0,0.0,0.27147642645552456
79,15000000.0,informal,True,0.4761904761904761,33,urban,secondary,1,5,150.15901199438167,0.4,3.0,12,112881.85278176948,72773.48753133453,0.4166666666666667,12,0.08333333333333333,0.0,20,1,1,0.6515059495904916,0.0,0.4707234018991722
80,15000000.0,formal,True,0.19480519480519473,61,urban,secondary,4,4,179.08820432889496,0.5,3.5,15,154784.08144784375,56728.99807570255,0.4666666666666667,3,1.0,0.0,0,1,1,1.0,0.0,0.06121092992995764
81,15000000.0,independent,True,0.28138528138528135,40,urban,university,7,7,118.12217839746913,0.8571428571428571,3.142857142857143,13,128833.55136476124,66263.41179381206,0.46153846153846156,18,0.1111111111111111,0.0,26,2,2,0.8951825133445415,0.0,0.3704493231084411
82,15000000.0,formal,True,0.08658008658008656,44,urban,primary,3,8,177.07289483859367,0.75,3.0,17,133680.04042435947,66450.55858716094,0.5294117647058824,9,0.1111111111111111,0.0,16,1,1,1.0,0.0,0.35300794551645864
83,15000000.0,formal,True,0.04329004329004328,22,urban,secondary,2,5,215.27763331255133,0.6,3.0,19,144966.74564662328,67171.86260423796,0.47368421052631576,18,0.3333333333333333,0.0,20,3,3,1.0,0.0,0.28000332216716045
84,15000000.0,formal,True,0.15151515151515146,74,urban,technical,2,5,189.19496453076712,0.4,2.8,17,139084.78375102303,69918.66196236749,0.4117647058823529,6,0.16666666666666666,0.0,15,2,2,1.0,0.0,0.3868386810996373
85,15000000.0,formal,True,0.2813852813852813,65,urban,none,7,7,179.71117851843277,0.42857142857142855,2.4285714285714284,28,114892.3575396191,67773.12732722967,0.5357142857142857,6,0.16666666666666666,0.0,18,1,1,0.9992981136801834,0.0,0.40394784197558214
86,15000000.0,independent,True,0.28138528138528135,29,urban,technical,5,7,165.1592938367869,0.42857142857142855,2.2857142857142856,10,106508.98521563309,92308.98886528479,0.1,27,0.1111111111111111,0.0,25,3,3,0.9668599493272106,0.0,0.42526508125467183
87,15000000.0,informal,True,0.4329004329004328,49,urban,university,5,8,135.69306169752286,0.25,2.625,10,109465.28167067845,61239.27211891953,0.8,33,0.15151515151515152,0.0,24,4,4,0.9432750797273208,0.0,0.4568256692782592
88,15000000.0,formal,True,0.19480519480519473,62,urban,secondary,2,2,98.40648665350517,1.0,3.5,15,117622.1094362331,78412.97910119925,0.6,12,0.25,0.0,18,2,2,1.0,0.0,0.28504194236039976
89,15000000.0,informal,True,0.4329004329004328,46,urban,university,7,3,111.03188347201854,0.6666666666666666,3.6666666666666665,16,112435.15260807831,51727.71621372417,0.5625,3,0.0,0.0,20,1,1,1.0,0.0,0.4616704963871432
90,15000000.0,independent,True,0.3246753246753246,30,urban,secondary,2,4,165.27468638106902,0.5,3.0,13,116941.35338845573,45594.50223042276,0.6923076923076923,3,0.3333333333333333,0.0,10,1,1,1.0,0.0,0.3377813460313944
91,15000000.0,formal,True,0.19480519480519473,73,urban,secondary,7,3,163.8152292428796,0.3333333333333333,2.3333333333333335,13,135068.95742814307,61207.08768352778,0.6153846153846154,6,0.16666666666666666,0.0,13,1,1,1.0,0.0,0.40228675839539324
92,15000000.0,informal,True,0.5194805194805193,33,urban,primary,7,8,165.94948787393906,0.5,2.25,13,135110.22966800444,93499.38876328662,0.3076923076923077,12,0.0,0.08333333333333333,34,1,1,0.9930579860340187,0.0,0.5181473381135627
93,15000000.0,informal,True,0.6147186147186147,37,rural,none,4,3,143.779218920973,1.0,1.6666666666666667,19,95168.47837833791,67140.50151500269,0.6842105263157895,9,0.1111111111111111,0.0,23,1,1,0.7927120911889133,0.0,0.40547050192408846
94,15000000.0,informal,True,0.5194805194805193,39,urban,primary,7,7,147.72305752595597,0.42857142857142855,2.4285714285714284,11,143025.47918016056,70273.60093701116,0.7272727272727273,30,0.06666666666666667,0.06666666666666667,37,4,4,0.8511826798382895,0.0,0.4974391628138755
95,15000000.0,formal,True,0.19480519480519473,68,urban,secondary,7,4,148.92524776413458,0.75,2.75,22,151996.11676808295,62901.987798339396,0.45454545454545453,12,0.25,0.0,14,1,1,1.0,0.0,0.3170178012790344
96,15000000.0,informal,True,0.4761904761904761,46,urban,secondary,5,2,128.557036052998,0.5,2.0,14,113608.83286903326,81017.65196765728,0.2857142857142857,3,0.0,0.0,12,1,1,0.9295355561968429,0.0,0.48990891725035296
97,15000000.0,informal,True,0.5194805194805193,59,urban,primary,6,4,152.45229786163944,0.5,4.0,8,76319.86627627899,81876.56783270174,0.75,9,0.0,0.0,25,1,1,0.7910904293774458,0.0,0.496830098834473
98,15000000.0,independent,True,0.4761904761904761,69,urban,secondary,5,4,132.2148140338543,0.25,2.75,10,122182.86762565581,67552.94288471955,0.4,18,0.16666666666666666,0.0,28,3,3,0.8952694465158698,0.0,0.45793305833171843
99,15000000.0,formal,True,0.23809523809523805,70,urban,primary,4,5,165.5396828393229,0.6,3.6,18,124907.75631601094,59420.304267162806,0.6666666666666666,9,0.1111111111111111,0.0,24,1,1,1.0,0.0,0.3964175964120594
100,15000000.0,informal,True,0.6796536796536796,66,rural,secondary,3,9,98.56724373691236,0.0,2.4444444444444446,14,108872.88111405155,59688.63894345452,0.5,9,0.0,0.1111111111111111,32,2,2,0.8932783131109219,0.0,0.6148131742384392
101,15000000.0,informal,True,0.6709956709956709,69,urban,primary,5,4,55.284967856696944,0.25,2.5,8,94176.82604094082,67390.72194312168,0.125,15,0.06666666666666667,0.0,28,2,2,0.8258025385029157,0.0,0.52744940616262
102,15000000.0,independent,True,0.4329004329004328,72,urban,technical,2,3,103.36439373483422,0.6666666666666666,3.0,8,128064.73914757575,68922.547335492,0.5,6,0.0,0.0,21,1,1,1.0,0.0,0.4616704963871432
103,15000000.0,formal,True,0.19480519480519473,74,urban,secondary,2,4,155.0398261401604,0.5,3.25,19,131430.6340820544,72297.32428039784,0.631578947368421,3,0.6666666666666666,0.0,6,1,1,0.9938042470522241,0.0,0.18911436560449604
104,15000000.0,formal,True,0.0,54,urban,technical,2,12,144.69214288717012,0.6666666666666666,2.75,12,168399.41309858343,68120.52488660083,0.9166666666666666,12,0.4166666666666667,0.0,22,1,1,1.0,0.0,0.23257938595276986
105,15000000.0,informal,True,0.5714285714285713,25,rural,primary,1,9,75.52071558550287,0.6666666666666666,2.888888888888889,15,111253.32732973862,56327.39408680773,0.5333333333333333,3,0.0,0.0,20,1,1,0.8269298532637566,0.0,0.4838182774563273
106,15000000.0,informal,False,0.7532467532467532,24,urban,secondary,7,1,49.21097686361779,1.0,3.0,8,61940.37859442122,41975.97567375398,0.5,21,0.0,0.09523809523809523,34,3,2,0.6608538637403956,0.33333333333333337,0.6864704742393621
107,15000000.0,informal,True,0.5844155844155843,63,urban,university,2,7,131.88674904935263,0.5714285714285714,3.0,12,71604.15415455661,57222.1823258388,0.6666666666666666,21,0.047619047619047616,0.0,30,4,4,0.9577688886529307,0.0,0.4798039921375377
108,15000000.0,formal,True,0.1385281385281385,36,rural,primary,6,6,186.54817440377772,0.5,4.166666666666667,20,131200.3917843628,84863.23729339053,0.6,3,0.6666666666666666,0.0,11,1,1,1.0,0.0,0.18011682954514
109,15000000.0,informal,True,0.6277056277056277,63,urban,secondary,4,7,137.72233441747508,0.42857142857142855,2.4285714285714284,8,86652.78156352806,53547.713153112054,0.25,9,0.0,0.0,24,1,1,0.7227237862719604,0.0,0.5232690124858116
110,15000000.0,informal,True,0.7142857142857142,71,urban,none,3,3,127.71121206117907,0.3333333333333333,2.0,5,51953.196094084284,63674.51250903955,0.4,12,0.0,0.08333333333333333,35,2,2,0.7340461652980361,0.0,0.5706098945211927
111,15000000.0,formal,True,0.08658008658008656,54,urban,primary,2,5,167.8494978697318,0.6,2.6,21,163244.16591152293,59987.017320317165,0.6190476190476191,18,0.3333333333333333,0.0,13,3,3,1.0,0.0,0.2869245037512805
112,15000000.0,independent,True,0.4761904761904761,61,urban,secondary,6,6,119.82078648253862,0.16666666666666666,3.0,11,99918.45757514938,74156.59022189546,0.45454545454545453,15,0.06666666666666667,0.0,29,3,3,0.897712143908421,0.0,0.5069627086736247
113,15000000.0,formal,True,0.08658008658008656,33,urban,primary,4,4,187.00506202774784,1.0,3.25,12,99040.61812404938,51656.490383524,0.5,6,0.3333333333333333,0.0,29,1,1,1.0,0.0,0.2357631294814651
114,15000000.0,informal,True,0.5281385281385281,42,rural,secondary,4,5,147.17521099732366,0.6,3.0,10,118929.58232641297,59435.03312967799,0.3,3,0.0,0.0,19,1,1,0.8090185058554692,0.0,0.4854239915838432
115,15000000.0,informal,True,0.5844155844155843,73,urban,university,5,7,135.82664203185126,0.2857142857142857,1.7142857142857142,8,115901.98596934036,36014.09497309916,0.625,3,0.0,0.0,21,1,1,0.9007210905196605,0.0,0.5346197502837684
