tx_id,client_id,tx_date,amount,tx_type,balance,merchant_category
48,3,2024-01-04,125534.24834046344,income,381418.420010531,utilities
44,3,2024-01-24,64299.07470508249,income,-163882.27684323545,food
38,3,2024-02-04,136919.2605762514,income,-189893.32739754152,services
43,3,2024-02-25,179850.1766666187,expense,-228181.35154831794,utilities
52,3,2024-03-27,100438.91849186976,expense,563061.3209012884,food
50,3,2024-03-30,101348.05675447723,expense,404355.53505295597,services
49,3,2024-04-25,124285.17179690223,income,505703.5918074332,food
51,3,2024-04-27,259144.7043402022,income,663500.2393931581,food
45,3,2024-06-10,275160.7728080355,income,111278.49596480004,utilities
34,3,2024-06-12,121008.9813388763,expense,-121008.9813388763,utilities
42,3,2024-06-12,70529.29449122366,income,-48331.17488169925,transport
36,3,2024-06-18,152031.10255286985,expense,-467251.2639033742,utilities
40,3,2024-08-29,230532.74065644096,expense,-356681.28214790265,food
37,3,2024-08-30,140438.67592958128,income,-326812.5879737929,retail
35,3,2024-09-20,194211.18001162808,expense,-315220.1613505044,transport
39,3,2024-10-14,63744.78590607985,income,-126148.54149146167,food
41,3,2024-10-16,237820.81277497974,income,-118860.4693729229,food
46,3,2024-10-21,66121.94198737992,income,177400.43795217996,transport
47,3,2024-11-06,78483.73371788758,income,255884.17167006753,retail
66,4,2024-01-07,242030.2237984537,expense,372324.0136004698,services
61,4,2024-01-12,57793.6612860585,expense,694982.098053303,food
63,4,2024-01-17,245807.59396344767,income,676626.5980554263,food
70,4,2024-02-18,109614.63317314303,expense,422139.47262190166,retail
55,4,2024-03-06,140653.11667701314,income,17945.938230109037,food
64,4,2024-04-26,80875.60217958566,income,757502.200235012,utilities
60,4,2024-05-18,173519.44419880645,income,752775.7593393615,transport
59,4,2024-05-29,158863.26860196347,income,579256.315140555,transport
58,4,2024-06-20,135201.81067880173,income,420393.04653859156,transport
54,4,2024-08-14,208716.60440769058,expense,-122707.1784469041,retail
62,4,2024-09-29,264163.0939613243,expense,430819.00409197866,food
69,4,2024-10-28,207619.67147141445,income,531754.1057950447,food
57,4,2024-11-04,155587.6477470419,income,285191.2358597898,utilities
68,4,2024-11-11,58189.57927683955,expense,324134.43432363024,utilities
67,4,2024-12-04,10000.0,income,382324.0136004698,services
65,4,2024-12-07,143147.96283608853,expense,614354.2373989235,food
53,4,2024-12-17,86009.42596078648,income,86009.42596078648,transport
56,4,2024-12-19,111657.64988263891,income,129603.58811274795,utilities
71,5,2024-01-03,120619.99899966549,expense,-120619.99899966549,utilities
80,5,2024-03-11,88508.28731055214,expense,-218663.499607727,utilities
74,5,2024-04-01,198695.46774789062,income,335585.07998078037,services
77,5,2024-04-10,107687.3354880353,income,376047.46109872655,retail
84,5,2024-06-05,130537.60655955221,expense,-557169.17216121,retail
82,5,2024-07-29,144719.33949837758,expense,-408588.5579018422,food
83,5,2024-09-15,18043.007699815556,expense,-426631.5656016578,food
72,5,2024-09-26,245664.8370754312,income,125044.8380757657,utilities
75,5,2024-10-06,10000.0,income,345585.07998078037,services
73,5,2024-11-05,11844.774157124077,income,136889.61223288978,food
79,5,2024-11-17,242869.66126820626,expense,-130155.21229717485,food
81,5,2024-11-30,45205.718795737674,expense,-263869.21840346465,utilities
76,5,2024-12-04,77224.95437008914,expense,268360.12561069126,retail
78,5,2024-12-29,263333.01212769514,expense,112714.44897103141,services
88,6,2024-01-03,170515.75218544857,expense,-435876.1051845333,transport
102,6,2024-01-27,122746.52675906393,income,258436.46329459897,transport
89,6,2024-02-04,161787.53369006453,expense,-597663.6388745978,utilities
96,6,2024-03-01,117472.47281400322,income,158693.0512509991,retail
98,6,2024-03-07,120509.72788789094,income,14781.77064090356,services
101,6,2024-03-14,265581.91033823893,income,135689.93653553503,utilities
91,6,2024-03-28,208427.18721556617,income,-227337.51239223848,utilities
95,6,2024-04-01,126926.97499081562,income,41220.57843699586,transport
100,6,2024-06-17,264768.3058851896,expense,-129891.9738027039,retail
86,6,2024-06-28,92997.43115849419,expense,75132.01093594356,food
97,6,2024-07-03,264421.0084979865,expense,-105727.95724698738,transport
103,6,2024-08-06,212777.36892813322,expense,45659.09436646575,services
92,6,2024-08-17,110499.75698499708,income,-116837.7554072414,services
87,6,2024-08-22,340492.3639350283,expense,-265360.35299908475,retail
99,6,2024-09-01,120094.56144158215,income,134876.33208248572,utilities
90,6,2024-09-08,161898.9392667932,income,-435764.69960780465,food
85,6,2024-09-25,168129.44209443775,income,168129.44209443775,utilities
93,6,2024-10-28,123054.51050024467,expense,-239892.2659074861,retail
94,6,2024-10-31,154185.86935366632,income,-85706.39655381977,retail
120,7,2024-01-02,143656.96674638902,income,1566225.4609988907,services
109,7,2024-01-03,164697.80586572993,income,527317.7760566912,retail
108,7,2024-01-19,145151.88935848113,income,362619.97019096126,food
123,7,2024-02-04,110818.18269016508,expense,1125126.9061327586,retail
118,7,2024-03-05,134106.51073477243,income,1337268.8526056814,retail
111,7,2024-03-27,171829.46283323137,income,709147.2388899226,retail
121,7,2024-04-08,201784.5475394472,expense,1364440.9134594435,utilities
116,7,2024-04-24,82422.97432538615,expense,1033467.6285090214,food
106,7,2024-05-28,60816.63937550575,income,29983.571212498544,retail
122,7,2024-06-23,128495.82463651977,expense,1235945.0888229236,retail
125,7,2024-07-07,87267.6025553632,expense,1007160.3285943773,utilities
117,7,2024-07-21,169694.71336188752,income,1203162.3418709089,retail
119,7,2024-08-11,85299.64164682044,income,1422568.4942525018,retail
104,7,2024-08-14,224844.4393998552,expense,-224844.4393998552,services
115,7,2024-08-19,159158.60426674466,income,1115890.6028344075,transport
105,7,2024-09-21,194011.371236848,income,-30833.068163007207,food
110,7,2024-09-22,10000.0,income,537317.7760566912,services
113,7,2024-09-23,246173.5762208885,income,853840.9120170457,retail
114,7,2024-09-23,102891.08655061724,income,956731.9985676629,transport
112,7,2024-10-13,101479.90309376548,expense,607667.3357961571,food
107,7,2024-12-05,187484.50961998157,income,217468.0808324801,utilities
124,7,2024-12-19,30698.974983018095,expense,1094427.9311497405,retail
138,8,2024-01-20,72677.68963180282,income,227199.1528531568,food
140,8,2024-01-26,17533.008209321488,expense,298890.6907643396,services
137,8,2024-02-01,209036.7265555721,income,154521.46322135397,utilities
129,8,2024-03-30,130330.51047376909,expense,-198853.7616301097,transport
133,8,2024-04-15,23532.651320481018,expense,-140007.42797582946,utilities
141,8,2024-06-16,147514.51047813843,income,446405.201242478,services
139,8,2024-07-09,89224.54612050425,income,316423.69897366106,utilities
128,8,2024-08-15,67919.4671495365,income,-68523.25115634062,food
127,8,2024-08-30,146442.71830587712,expense,-136442.71830587712,utilities
126,8,2024-09-06,10000.0,income,10000.0,transport
136,8,2024-09-11,109446.05885488453,expense,-54515.26333421812,retail
130,8,2024-10-22,101712.91531751219,income,-97140.8463125975,food
132,8,2024-10-26,106057.76257274517,expense,-116474.77665534843,services
135,8,2024-10-26,128131.02002164394,income,54930.795520666405,utilities
131,8,2024-11-27,86723.83222999424,income,-10417.014082603258,food
134,8,2024-12-19,66807.20347485192,income,-73200.22450097754,utilities
148,9,2024-02-04,111025.51062812569,expense,-79378.61922543711,transport
147,9,2024-02-17,130583.14375207183,expense,31646.891402688576,food
145,9,2024-04-03,10000.0,income,346420.337444008,services
149,9,2024-05-26,46972.558875116876,income,-32406.060350320236,services
146,9,2024-06-17,184190.30228924757,expense,162230.0351547604,retail
144,9,2024-07-16,131503.36094385025,income,336420.337444008,transport
142,9,2024-08-04,68795.81448268236,income,68795.81448268236,retail
143,9,2024-11-14,136121.16201747538,income,204916.97650015773,retail
154,10,2024-05-05,154380.9392272386,income,356451.2295609411,retail
152,10,2024-05-08,188458.49693247193,income,119526.8058392642,retail
151,10,2024-06-23,78931.69109320773,expense,-68931.69109320773,retail
160,10,2024-06-26,91001.54969006262,expense,372668.8847032741,food
158,10,2024-07-08,56475.19326818167,expense,306040.5068124357,utilities
155,10,2024-07-11,31103.285208992762,income,387554.5147699339,transport
156,10,2024-07-22,126654.5430227303,income,514209.05779266416,utilities
153,10,2024-08-02,82543.4844944383,income,202070.2903337025,services
150,10,2024-08-07,10000.0,income,10000.0,transport
157,10,2024-09-24,151693.35771204683,expense,362515.70008061733,retail
159,10,2024-10-26,157629.92758090107,income,463670.43439333676,food
173,11,2024-03-11,159910.12979177298,expense,-340734.3781542108,transport
162,11,2024-03-28,223717.10933372693,expense,-118962.8718552789,services
172,11,2024-03-30,102922.81982566127,expense,-180824.24836243782,utilities
170,11,2024-04-29,226514.25069141225,expense,59549.331886358326,food
164,11,2024-06-03,297675.8041040714,income,155641.42092490202,transport
171,11,2024-06-24,137450.7604231349,expense,-77901.42853677657,retail
163,11,2024-07-02,23071.511323890474,expense,-142034.38317916938,utilities
169,11,2024-08-25,66108.05734673407,income,286063.5825777706,food
166,11,2024-09-03,135210.17635785494,expense,181233.6124788218,transport
161,11,2024-09-14,104754.23747844802,income,104754.23747844802,utilities
167,11,2024-09-16,152371.91908327694,expense,28861.693395544862,food
165,11,2024-10-01,160802.3679117747,income,316443.78883667674,transport
168,11,2024-12-15,191093.83183549164,income,219955.5252310365,retail
182,12,2024-01-04,113969.55448826171,expense,-319688.86503246054,transport
184,12,2024-02-21,148779.56484769634,expense,-630616.9273308336,retail
185,12,2024-03-03,105630.99247070204,expense,-736247.9198015357,services
174,12,2024-04-08,10000.0,expense,-10000.0,transport
180,12,2024-05-20,57642.67976459394,income,-157545.51208075276,transport
179,12,2024-06-06,252844.74158078514,expense,-215188.1918453467,utilities
178,12,2024-07-12,137342.26602553745,expense,37656.54973543843,services
175,12,2024-07-22,52553.547744133706,income,42553.547744133706,services
183,12,2024-08-09,162148.49745067672,expense,-481837.3624831373,utilities
176,12,2024-08-12,92653.18056324933,income,135206.72830738305,food
177,12,2024-11-17,39792.087453592845,income,174998.81576097588,transport
181,12,2024-12-30,48173.798463446095,expense,-205719.31054419884,utilities
193,13,2024-01-28,10000.0,expense,411500.1684667058,services
199,13,2024-02-07,139317.71391996997,expense,838890.7666089918,services
195,13,2024-03-28,160281.8101589146,income,783395.8812141046,food
196,13,2024-05-14,10000.0,expense,773395.8812141046,food
198,13,2024-05-23,65940.67410108133,income,978208.4805289618,utilities
189,13,2024-06-01,63780.15911663391,income,382375.1554887914,utilities
187,13,2024-06-17,41458.2611840241,income,146184.64518541397,utilities
191,13,2024-07-04,10000.0,expense,335538.7599639872,services
186,13,2024-07-07,104726.38400138987,income,104726.38400138987,services
194,13,2024-07-16,211613.90258848414,income,623114.0710551899,utilities
197,13,2024-08-27,138871.92521377583,income,912267.8064278804,services
188,13,2024-10-22,172410.35118674353,income,318594.9963721575,retail
190,13,2024-10-26,36836.395524804175,expense,345538.7599639872,services
192,13,2024-11-09,85961.40850271864,income,421500.1684667058,retail
200,13,2024-12-13,91556.92789271544,expense,747333.8387162763,retail
210,14,2024-02-07,251750.34830952057,expense,-524292.5946713127,transport
216,14,2024-03-19,85812.28867071978,income,-391547.56717097334,retail
214,14,2024-05-06,59232.98076712152,expense,-467359.8558416931,utilities
209,14,2024-06-29,10000.0,expense,-272542.24636179215,utilities
202,14,2024-07-10,49561.57372672709,income,134622.50682779378,transport
206,14,2024-07-13,17794.204015245938,income,-293572.99677899724,utilities
207,14,2024-07-13,134439.8206731916,expense,-428012.8174521888,food
204,14,2024-07-19,100668.71906888133,expense,-266901.7663261752,utilities
211,14,2024-07-21,45140.74855785689,expense,-569433.3432291696,food
201,14,2024-08-10,85060.93310106668,income,85060.93310106668,services
205,14,2024-09-03,44465.43446806802,expense,-311367.2007942432,transport
203,14,2024-09-16,300855.5540850876,expense,-166233.04725729383,retail
208,14,2024-11-08,165470.57109039667,income,-262542.24636179215,services
212,14,2024-11-17,61569.290052062635,income,-507864.05317710695,transport
215,14,2024-11-21,10000.0,expense,-477359.8558416931,utilities
213,14,2024-12-17,99737.17810253534,income,-408126.8750745716,services
217,15,2024-03-05,18211.49561553348,expense,-18211.49561553348,food
229,15,2024-03-25,149488.03753880603,expense,457356.1042931007,retail
218,15,2024-04-01,277171.77017749555,income,258960.27456196205,services
220,15,2024-04-03,198010.36098917405,income,358265.98026912526,utilities
230,15,2024-05-31,109434.33496393962,expense,347921.7693291611,utilities
222,15,2024-06-04,165745.73087213963,expense,267850.7119260799,services
228,15,2024-06-12,183831.76389050484,income,606844.1418319067,transport
221,15,2024-06-20,75330.46252909423,income,433596.4427982195,food
225,15,2024-07-27,55620.46701230918,expense,469919.06046726747,food
227,15,2024-08-19,93235.36480626122,expense,423012.37794140185,transport
224,15,2024-09-26,177033.36610940268,income,525539.5274795766,food
226,15,2024-10-15,46328.68228039556,income,516247.74274766305,transport
219,15,2024-11-10,98704.65528201083,expense,160255.6192799512,retail
223,15,2024-12-07,80655.449444094,income,348506.1613701739,retail
236,16,2024-01-08,152697.43160620314,expense,82022.53255449893,utilities
243,16,2024-01-29,257698.60984614436,income,808525.5637773154,transport
235,16,2024-03-10,35918.20301677745,income,234719.96416070207,food
233,16,2024-05-01,10000.0,income,64734.95805385959,transport
231,16,2024-06-19,162288.14675494062,income,162288.14675494062,utilities
238,16,2024-06-22,10000.0,income,-33331.517674573,transport
234,16,2024-06-25,134066.80309006505,income,198801.76114392464,food
240,16,2024-07-13,121218.15175621836,income,285313.10489569517,services
242,16,2024-07-22,115087.3047026601,income,550826.9539311711,retail
232,16,2024-08-06,107553.18870108103,expense,54734.95805385959,transport
239,16,2024-09-07,197426.47081404983,income,164094.95313947683,utilities
237,16,2024-10-25,125354.05022907193,expense,-43331.517674573,food
241,16,2024-12-29,150426.54433281586,income,435739.649228511,utilities
261,17,2024-01-13,147349.0407795939,expense,71137.67409373182,services
256,17,2024-01-19,10000.0,expense,-342370.7989113842,retail
248,17,2024-02-15,253172.5310048564,expense,-315663.49801987887,utilities
260,17,2024-02-24,122886.85118567511,income,218486.71487332572,retail
244,17,2024-04-18,176916.7058077103,income,176916.7058077103,transport
255,17,2024-05-05,44620.769418236916,expense,-332370.7989113842,services
246,17,2024-05-19,155998.25570300457,expense,-155700.38703844085,food
252,17,2024-05-21,257972.13880798197,income,-380935.04499640316,food
253,17,2024-05-31,149557.96882893296,income,-231377.0761674702,retail
258,17,2024-07-10,72989.68418501658,income,-63092.59586076799,transport
254,17,2024-09-20,56372.95332567708,expense,-287750.0294931473,food
259,17,2024-10-05,158692.45954841858,income,95599.86368765059,retail
249,17,2024-10-10,226686.61560954314,expense,-542350.113629422,food
250,17,2024-10-16,55599.86121051836,expense,-597949.9748399404,retail
245,17,2024-10-27,176618.83714314658,expense,297.8686645637208,food
257,17,2024-11-02,206288.51886559962,income,-136082.28004578457,transport
247,17,2024-11-04,93209.4200234184,income,-62490.967015022456,services
251,17,2024-12-03,40957.20896444465,expense,-638907.1838043851,food
262,17,2024-12-08,149844.79419075008,expense,-78707.12009701825,food
281,18,2024-01-04,139596.03393338912,expense,-230602.05591723695,retail
277,18,2024-01-09,172604.75567767333,expense,82940.6933631493,utilities
280,18,2024-01-21,48904.88121117938,income,-91006.02198384782,retail
283,18,2024-02-19,10000.0,expense,-47045.12563815812,transport
276,18,2024-05-01,162357.45687296928,expense,255545.44904082263,food
275,18,2024-05-03,108574.63005405823,expense,417902.9059137919,transport
265,18,2024-05-05,165130.40699436335,expense,-434245.12126655487,retail
285,18,2024-05-09,209192.61554652386,income,297765.22481528425,utilities
263,18,2024-05-11,159944.45008562753,expense,-159944.45008562753,utilities
270,18,2024-06-06,120018.80250553007,expense,-120268.35756538267,services
268,18,2024-06-11,170572.51406730054,income,-116520.24209170282,food
278,18,2024-06-21,74115.78346902183,expense,8824.909894127471,services
279,18,2024-06-23,148735.81308915466,expense,-139910.9031950272,transport
273,18,2024-07-27,168440.3559421413,income,433128.91020730964,retail
274,18,2024-07-29,93348.62576054042,income,526477.5359678501,utilities
272,18,2024-08-17,265615.51472621853,income,264688.5542651684,transport
266,18,2024-08-23,12527.98213016706,income,-421717.1391363878,transport
267,18,2024-08-26,134624.3829773844,income,-287092.75615900336,services
282,18,2024-09-02,193556.93027907884,income,-37045.12563815812,retail
284,18,2024-10-09,135617.73490691851,income,88572.6092687604,utilities
269,18,2024-11-10,116270.68703185022,income,-249.55505985260243,services
264,18,2024-12-01,109170.26418656402,expense,-269114.7142721915,utilities
271,18,2024-12-26,119341.39710433253,income,-926.960461050141,transport
291,19,2024-01-16,124711.19039330621,income,290377.1958479945,transport
287,19,2024-05-26,10000.0,income,214678.78403771872,retail
286,19,2024-06-04,204678.78403771872,income,204678.78403771872,food
288,19,2024-06-14,88945.26362463669,expense,125733.52041308203,food
289,19,2024-07-10,190986.24027050604,income,316719.7606835881,services
290,19,2024-10-31,151053.75522889986,expense,165666.00545468825,retail
309,20,2024-01-20,80403.60507562695,income,121031.61065170322,services
304,20,2024-01-27,176333.29145547096,income,-60997.150020716654,retail
297,20,2024-01-28,92032.25588172191,income,-154631.66314997018,utilities
301,20,2024-02-23,195857.24177401667,income,98329.53165958433,food
303,20,2024-02-27,180105.97682756552,expense,-237330.4414761876,utilities
302,20,2024-03-01,155553.99630820644,expense,-57224.4646486221,transport
300,20,2024-03-07,119585.64444269265,expense,-97527.71011443234,utilities
310,20,2024-03-17,142848.24666740297,expense,-21816.636015699754,utilities
298,20,2024-04-13,74284.26894194268,income,-80347.3942080275,retail
296,20,2024-05-01,151344.65278451482,expense,-246663.9190316921,transport
292,20,2024-05-20,98505.51283974735,expense,-98505.51283974735,transport
293,20,2024-08-25,38948.550263400524,expense,-137454.06310314787,retail
305,20,2024-08-29,134540.85527271207,income,73543.70525199542,food
295,20,2024-09-29,195311.25734719366,income,-95319.26624717726,transport
311,20,2024-10-02,44121.63563735821,income,22304.999621658455,food
306,20,2024-10-25,10000.0,income,83543.70525199542,services
299,20,2024-10-28,102405.32853628781,income,22057.934328260308,retail
307,20,2024-10-29,10000.0,expense,73543.70525199542,utilities
294,20,2024-11-16,153176.46049122303,expense,-290630.5235943709,services
308,20,2024-12-06,32915.69967591915,expense,40628.00557607626,transport
316,21,2024-02-03,10000.0,expense,-41036.01276390439,services
314,21,2024-04-20,34231.722859368136,expense,-21036.012763904393,services
315,21,2024-08-12,10000.0,expense,-31036.012763904393,utilities
313,21,2024-08-24,122761.39843128879,income,13195.710095463743,transport
312,21,2024-10-14,109565.68833582505,expense,-109565.68833582505,services
324,22,2024-02-17,146217.29578338104,income,566683.895489912,services
327,22,2024-03-03,49249.53773155624,income,663957.397150419,food
323,22,2024-04-04,93389.48279408731,expense,420466.5997065309,food
328,22,2024-04-12,103233.0620143608,expense,560724.3351360582,transport
331,22,2024-04-22,10000.0,expense,862450.2319848989,services
334,22,2024-05-12,122305.11180156298,income,1092967.8784395226,retail
322,22,2024-05-26,180065.31663393014,income,513856.08250061824,transport
332,22,2024-07-08,195589.85663787503,income,1058040.088622774,transport
333,22,2024-07-15,87377.32198481442,expense,970662.7666379595,retail
319,22,2024-09-17,183341.49006197826,income,372149.71584720444,transport
321,22,2024-09-21,176080.19842749444,income,333790.7658666881,utilities
329,22,2024-09-27,146193.87268608666,income,706918.2078221448,transport
317,22,2024-09-29,24103.76053624497,income,24103.76053624497,services
318,22,2024-10-01,164704.46524898123,income,188808.2257852262,services
330,22,2024-10-07,165532.02416275407,income,872450.2319848989,utilities
325,22,2024-11-19,175339.96885668382,expense,391343.9266332282,transport
320,22,2024-11-22,214439.14840801075,expense,157710.5674391937,retail
326,22,2024-12-09,223363.9327856345,income,614707.8594188627,utilities
337,23,2024-01-08,44145.19932086319,income,254978.34427450073,services
338,23,2024-02-08,96754.16012824162,income,351732.5044027424,retail
343,23,2024-02-19,36001.582378645704,income,-57290.15849635389,utilities
342,23,2024-05-13,190295.38109150837,expense,-93291.7408749996,food
340,23,2024-06-17,139820.99530007847,expense,197284.64395012858,retail
344,23,2024-08-08,105624.02845150126,income,48333.86995514737,food
339,23,2024-08-09,14626.865152535334,expense,337105.63925020705,services
341,23,2024-08-27,100281.0037336198,expense,97003.64021650878,utilities
335,23,2024-10-23,159938.6052149664,income,159938.6052149664,transport
336,23,2024-12-14,50894.53973867115,income,210833.14495363756,utilities
351,24,2024-01-12,79725.50508448294,income,-226543.32151953038,retail
352,24,2024-02-13,236192.33585806488,income,9649.0143385345,utilities
353,24,2024-03-05,212586.55042631744,income,222235.56476485194,retail
347,24,2024-06-22,155930.9622701813,expense,-164071.04939346437,utilities
349,24,2024-07-03,171376.49247903656,expense,-432513.57112398476,retail
348,24,2024-09-16,97066.02925148382,expense,-261137.0786449482,utilities
354,24,2024-10-05,167533.64394459245,income,389769.2087094444,transport
350,24,2024-10-17,126244.74451997141,income,-306268.82660401333,services
345,24,2024-11-16,217980.2744912484,income,217980.2744912484,utilities
346,24,2024-12-08,226120.36161453146,expense,-8140.087123283069,food
368,25,2024-01-23,173605.78579965065,income,-382096.1744308917,transport
361,25,2024-01-24,95381.50711117568,expense,-160505.03855102108,utilities
364,25,2024-03-14,106592.05165625302,income,-292583.4583381049,retail
356,25,2024-04-07,21615.308383353535,income,182703.4470446746,food
365,25,2024-04-22,102538.4648862294,expense,-395121.92322433426,transport
357,25,2024-04-28,107801.93741652794,expense,74901.50962814665,food
367,25,2024-05-03,150580.03700620812,expense,-555701.9602305423,food
362,25,2024-06-14,39678.21263416385,expense,-200183.25118518493,utilities
358,25,2024-07-05,126915.14029893196,expense,-52013.63067078531,food
363,25,2024-07-18,198992.25880917304,expense,-399175.50999435794,services
366,25,2024-08-24,10000.0,expense,-405121.92322433426,services
355,25,2024-09-17,161088.13866132108,income,161088.13866132108,utilities
360,25,2024-09-29,89380.42501666176,income,-65123.53143984539,utilities
359,25,2024-11-06,102490.32578572184,expense,-154503.95645650715,services
369,25,2024-12-26,169658.75734680615,expense,-551754.9317776979,services
372,26,2024-01-03,97437.16837611816,income,196768.84956010213,retail
379,26,2024-01-04,159559.79428225174,expense,2254.674500334717,transport
377,26,2024-02-18,125663.63693093843,expense,138988.9574138388,retail
375,26,2024-04-15,10000.0,expense,155332.39130137765,retail
376,26,2024-05-07,109320.20304339958,income,264652.59434477723,retail
373,26,2024-05-15,55000.82276309036,income,251769.67232319247,services
371,26,2024-06-21,16021.848348570391,expense,99331.68118398396,services
378,26,2024-08-21,22825.511368747655,income,161814.46878258645,services
380,26,2024-10-11,93125.90093905712,income,95380.57543939183,food
381,26,2024-10-29,105390.58743863096,expense,-10010.011999239126,retail
374,26,2024-12-05,86437.28102181482,expense,165332.39130137765,services
370,26,2024-12-14,115353.52953255436,income,115353.52953255436,utilities
397,27,2024-01-12,204410.829187795,income,333215.38668244507,retail
392,27,2024-01-23,32716.43110790052,expense,215554.91325744364,transport
391,27,2024-02-22,186118.68414170295,expense,248271.34436534415,utilities
385,27,2024-03-06,88611.45131644403,income,278834.31306061766,transport
396,27,2024-03-20,97640.19467204768,expense,128804.5574946501,food
394,27,2024-04-29,57310.53730011498,income,328279.3608804209,retail
387,27,2024-06-01,116604.99576220963,income,349523.68255249615,transport
389,27,2024-06-16,10000.0,expense,422285.9359286935,services
382,27,2024-06-18,231144.76474239386,income,231144.76474239386,food
384,27,2024-07-09,10000.0,expense,190222.86174417363,food
386,27,2024-07-10,45915.626270331166,expense,232918.6867902865,transport
388,27,2024-09-12,82762.25337619736,income,432285.9359286935,food
395,27,2024-10-17,101834.60871372311,expense,226444.75216669778,retail
383,27,2024-11-21,30921.902998220234,expense,200222.86174417363,food
393,27,2024-11-30,55413.91032286227,income,270968.8235803059,utilities
390,27,2024-12-17,12104.092578353579,income,434390.0285070471,services
401,28,2024-05-14,124060.0298984269,income,460756.2291233867,transport
398,28,2024-05-18,176063.17479388785,income,176063.17479388785,utilities
400,28,2024-05-20,170633.024431072,income,336696.1992249598,retail
402,28,2024-07-13,157136.7071926539,expense,303619.5219307328,food
404,28,2024-10-03,158626.53860417425,income,531411.8649477805,services
399,28,2024-10-09,10000.0,expense,166063.17479388785,transport
403,28,2024-12-19,69165.80441287345,income,372785.3263436063,transport
405,28,2024-12-20,94837.1563711525,income,626249.021318933,utilities
406,28,2024-12-28,148439.5083125634,income,774688.5296314964,food
412,29,2024-01-22,261998.90548134068,income,466843.3198543433,transport
421,29,2024-01-25,161335.4760950833,income,1000860.6655929328,food
420,29,2024-01-26,178073.16786418532,income,839525.1894978496,transport
414,29,2024-01-28,139788.076217728,income,697650.8691179724,utilities
423,29,2024-02-11,68517.62738825123,income,1217454.6456080137,transport
416,29,2024-02-12,125496.96063077977,expense,496699.84419542307,food
419,29,2024-02-16,10000.0,expense,661452.0216336643,food
413,29,2024-02-24,91019.47304590112,income,557862.7929002445,retail
409,29,2024-02-25,106491.20778593721,income,334128.9021445026,utilities
426,29,2024-03-08,173695.2699618111,expense,889149.4186686883,food
427,29,2024-03-22,183111.29903895315,expense,706038.1196297351,utilities
417,29,2024-03-30,164752.17743824123,income,661452.0216336643,retail
422,29,2024-06-07,148076.35262682955,income,1148937.0182197625,services
425,29,2024-06-12,142258.61439805717,expense,1062844.6886304994,food
410,29,2024-06-14,10000.0,income,344128.9021445026,food
424,29,2024-07-31,12351.342579457283,expense,1205103.3030285565,retail
428,29,2024-07-31,251917.88328687858,expense,454120.23634285654,services
411,29,2024-11-17,139284.4877715,expense,204844.41437300263,utilities
418,29,2024-11-28,10000.0,income,671452.0216336643,retail
408,29,2024-11-29,79770.78531492622,income,227637.69435856544,retail
415,29,2024-12-05,75454.06429176964,expense,622196.8048262028,retail
407,29,2024-12-23,147866.90904363923,income,147866.90904363923,food
446,30,2024-02-01,66602.52197878627,income,241118.02142928232,food
444,30,2024-02-11,10000.0,expense,136938.88598547372,food
