payment_id,client_id,loan_id,due_date,paid_date,amount_due,amount_paid,dpd
186,14,25,2025-10-01,2025-10-16,73482.35298345426,72282.77951634048,15
187,15,26,2024-02-01,2024-02-16,94947.95615130644,93195.60086710287,15
188,15,26,2024-03-01,2024-03-08,94947.95615130644,92184.86641105966,7
189,15,26,2024-04-01,2024-04-16,94947.95615130644,93609.28498630329,15
190,16,28,2024-02-01,2024-02-17,64881.60508510119,63078.08425132704,16
191,16,28,2024-03-01,2024-03-12,64881.60508510119,64144.11286745501,11
192,16,28,2024-04-01,2024-04-01,64881.60508510119,62075.04688011872,0
193,16,28,2024-05-01,2024-05-01,64881.60508510119,61065.673571404,0
194,16,28,2024-06-01,2024-06-08,64881.60508510119,64066.17207882019,7
195,16,28,2024-07-01,2024-07-11,64881.60508510119,63529.299033821866,10
196,16,28,2024-08-01,2024-08-22,64881.60508510119,64628.94107368872,21
197,16,28,2024-09-01,2024-09-12,64881.60508510119,64654.14734106446,11
198,16,28,2024-10-01,2024-10-14,64881.60508510119,62521.82885116727,13
199,16,28,2024-11-01,2024-11-08,64881.60508510119,61895.911184192606,7
200,16,28,2024-12-01,2024-12-06,64881.60508510119,62988.37450348454,5
201,16,28,2025-01-01,2025-01-19,64881.60508510119,65011.49959344837,18
202,16,27,2024-05-01,2024-05-16,22371.782824661623,21489.938983441094,15
203,16,27,2024-06-01,2024-06-17,22371.782824661623,21795.131697630375,16
204,16,27,2024-07-01,2024-07-01,22371.782824661623,22150.6362092187,0
205,16,27,2024-08-01,2024-08-08,22371.782824661623,21659.956826092424,7
206,16,27,2024-09-01,2024-09-04,22371.782824661623,21619.55907825842,3
207,16,27,2024-10-01,2024-10-16,22371.782824661623,21775.615329392964,15
208,16,27,2024-11-01,2024-11-16,22371.782824661623,21960.573885570273,15
209,16,27,2024-12-01,2024-12-24,22371.782824661623,21724.090268999753,23
210,16,27,2025-01-01,2025-01-01,22371.782824661623,22197.256350773732,0
211,17,31,2024-05-01,2024-05-17,11111.111111111111,11042.73216436639,16
212,17,31,2024-06-01,2024-06-07,11111.111111111111,11036.965294510363,6
213,17,31,2024-07-01,2024-07-24,11111.111111111111,11324.999400344937,23
214,17,31,2024-08-01,2024-08-09,11111.111111111111,11005.534411055492,8
215,17,31,2024-09-01,2024-09-17,11111.111111111111,10837.892473374755,16
216,17,31,2024-10-01,2024-10-11,11111.111111111111,10974.525504177003,10
217,17,31,2024-11-01,2024-11-11,11111.111111111111,10839.941177844412,10
218,17,31,2024-12-01,2024-12-01,11111.111111111111,10633.338739504097,0
219,17,31,2025-01-01,2025-01-01,11111.111111111111,10902.390098012756,0
220,17,30,2024-05-01,2024-05-24,129336.47787012007,129942.4372006485,23
221,17,30,2024-06-01,2024-06-01,129336.47787012007,128471.32869396094,0
222,17,30,2024-07-01,2024-07-05,129336.47787012007,127245.07863678977,4
223,17,30,2024-08-01,2024-08-10,129336.47787012007,128997.97906750337,9
224,17,30,2024-09-01,2024-09-06,129336.47787012007,129860.68004878465,5
225,17,30,2024-10-01,2024-10-01,129336.47787012007,127809.05597545982,0
226,17,29,2025-01-01,2025-01-10,67614.08241314802,68262.73511709138,9
227,17,29,2025-02-01,2025-02-09,67614.08241314802,67398.18351642,8
228,17,29,2025-03-01,2025-03-08,67614.08241314802,66636.32357706061,7
229,17,29,2025-04-01,2025-04-02,67614.08241314802,67245.56933381622,1
230,17,29,2025-05-01,2025-05-01,67614.08241314802,67484.1968859266,0
231,17,29,2025-06-01,2025-06-17,67614.08241314802,67180.89313224972,16
232,18,33,2024-03-01,2024-03-09,167654.49281971916,166079.881723385,8
233,18,33,2024-04-01,2024-04-13,167654.49281971916,162250.4862190657,12
234,18,33,2024-05-01,2024-05-03,167654.49281971916,161849.6094618773,2
235,18,33,2024-06-01,2024-06-01,167654.49281971916,170286.00254823753,0
236,18,33,2024-07-01,2024-07-13,167654.49281971916,165046.7766879286,12
237,18,33,2024-08-01,2024-08-01,167654.49281971916,159400.88941063962,0
238,18,32,2024-08-01,2024-08-25,29082.135347894644,29133.359437745792,24
239,18,32,2024-09-01,2024-09-01,29082.135347894644,29146.531873099873,0
240,18,32,2024-10-01,2024-10-01,29082.135347894644,28813.94701495419,0
241,18,32,2024-11-01,2024-11-06,29082.135347894644,28906.08912694812,5
242,18,32,2024-12-01,2024-12-12,29082.135347894644,29093.994275841185,11
243,18,32,2025-01-01,2025-01-11,29082.135347894644,28643.358950871534,10
244,18,32,2025-02-01,2025-02-13,29082.135347894644,29654.243460854956,12
245,18,32,2025-03-01,2025-03-01,29082.135347894644,28556.40771098671,0
246,18,32,2025-04-01,2025-04-16,29082.135347894644,28860.17861330907,15
247,18,32,2025-05-01,2025-05-17,29082.135347894644,28750.600737052264,16
248,18,32,2025-06-01,2025-06-17,29082.135347894644,29001.007313905116,16
249,18,32,2025-07-01,2025-07-07,29082.135347894644,29626.229108407555,6
250,18,34,2024-08-01,2024-08-01,82692.57642925573,81742.40830494589,0
251,18,34,2024-09-01,2024-09-09,82692.57642925573,80356.65247959176,8
252,18,34,2024-10-01,2024-10-11,82692.57642925573,81630.51643038314,10
253,19,35,2025-01-01,2025-01-01,111623.85976593803,107890.76628854973,0
254,19,35,2025-02-01,2025-02-01,111623.85976593803,107824.355073885,0
255,19,35,2025-03-01,2025-03-14,111623.85976593803,108907.66938962054,13
256,19,35,2025-04-01,2025-04-10,111623.85976593803,108941.22645880663,9
257,19,35,2025-05-01,2025-05-14,111623.85976593803,107519.10861948215,13
258,19,35,2025-06-01,2025-06-18,111623.85976593803,110317.29890545296,17
259,20,38,2024-03-01,2024-03-17,18917.31826968357,18551.01743486161,16
260,20,38,2024-04-01,2024-04-29,18917.31826968357,18442.19210763068,28
261,20,38,2024-05-01,2024-05-11,18917.31826968357,18253.08511399012,10
262,20,38,2024-06-01,2024-06-05,18917.31826968357,18113.774896673825,4
263,20,38,2024-07-01,2024-07-06,18917.31826968357,18446.849680802174,5
264,20,38,2024-08-01,2024-08-16,18917.31826968357,18481.417988908168,15
265,20,38,2024-09-01,2024-09-07,18917.31826968357,18722.342098414527,6
266,20,38,2024-10-01,2024-10-19,18917.31826968357,18421.60416228842,18
267,20,38,2024-11-01,2024-11-08,18917.31826968357,18622.527712823972,7
268,20,38,2024-12-01,2024-12-15,18917.31826968357,18055.98566600881,14
269,20,38,2025-01-01,2025-01-12,18917.31826968357,18541.26115275519,11
270,20,38,2025-02-01,2025-02-06,18917.31826968357,18520.775848184734,5
271,20,40,2024-03-01,2024-03-24,76699.42294448141,76309.00186347253,23
272,20,40,2024-04-01,2024-04-11,76699.42294448141,75291.39727739192,10
273,20,40,2024-05-01,2024-05-01,76699.42294448141,73542.87823372475,0
274,20,40,2024-06-01,2024-06-11,76699.42294448141,73639.7664467606,10
275,20,40,2024-07-01,2024-07-19,76699.42294448141,77171.11857806882,18
276,20,40,2024-08-01,2024-08-04,76699.42294448141,73909.75181025121,3
277,20,40,2024-09-01,2024-09-15,76699.42294448141,76726.82139100488,14
278,20,40,2024-10-01,2024-10-03,76699.42294448141,75159.76011080715,2
279,20,40,2024-11-01,2024-11-28,76699.42294448141,72972.91160507877,27
280,20,40,2024-12-01,2024-12-03,76699.42294448141,74385.8904736428,2
281,20,40,2025-01-01,2025-01-09,76699.42294448141,75808.13695552775,8
282,20,40,2025-02-01,2025-02-15,76699.42294448141,72831.16772186455,14
283,20,37,2024-12-01,2024-12-08,158831.10284110284,158085.73777100793,7
284,20,37,2025-01-01,2025-01-08,158831.10284110284,153532.69530380523,7
285,20,37,2025-02-01,2025-02-17,158831.10284110284,156867.05673495855,16
286,20,37,2025-03-01,2025-03-17,158831.10284110284,151033.53070332116,16
287,20,37,2025-04-01,2025-04-17,158831.10284110284,152585.20558844152,16
288,20,37,2025-05-01,2025-05-15,158831.10284110284,151657.41025840535,14
289,20,39,2024-12-01,2024-12-07,52583.42097373579,50319.75499352317,6
290,20,39,2025-01-01,2025-01-19,52583.42097373579,51522.032194215295,18
291,20,39,2025-02-01,2025-02-08,52583.42097373579,52476.05398496925,7
292,20,39,2025-03-01,2025-03-09,52583.42097373579,51356.75973012893,8
293,20,39,2025-04-01,2025-04-15,52583.42097373579,50842.67243991489,14
294,20,39,2025-05-01,2025-05-17,52583.42097373579,50910.67351996956,16
295,20,39,2025-06-01,2025-06-10,52583.42097373579,52406.220933558536,9
296,20,39,2025-07-01,2025-07-05,52583.42097373579,49428.35110219919,4
297,20,39,2025-08-01,2025-08-26,52583.42097373579,53342.220534056105,25
298,20,36,2025-01-01,2025-01-01,103982.20739809719,101022.16841718648,0
299,20,36,2025-02-01,2025-02-11,103982.20739809719,101210.21005188006,10
300,20,36,2025-03-01,2025-03-04,103982.20739809719,102410.40125903836,3
301,20,36,2025-04-01,2025-04-17,103982.20739809719,99175.56662883137,16
302,20,36,2025-05-01,2025-05-19,103982.20739809719,104708.08128802021,18
303,20,36,2025-06-01,2025-06-14,103982.20739809719,100980.3033308433,13
304,21,42,2024-02-01,2024-02-20,33333.333333333336,31515.616578198773,19
305,21,42,2024-03-01,2024-03-16,33333.333333333336,32185.720406220975,15
306,21,42,2024-04-01,2024-04-30,33333.333333333336,32293.8660140499,29
307,21,41,2025-01-01,2025-01-06,157454.60136426202,154342.89833823688,5
308,21,41,2025-02-01,2025-02-17,157454.60136426202,150903.36614845137,16
309,21,41,2025-03-01,2025-03-16,157454.60136426202,155819.64851963992,15
310,21,41,2025-04-01,2025-04-12,157454.60136426202,148959.78890141656,11
311,21,41,2025-05-01,2025-05-15,157454.60136426202,150824.53843835337,14
312,21,41,2025-06-01,2025-06-12,157454.60136426202,152763.2029218607,11
313,22,43,2024-12-01,2024-12-01,256988.99252678175,254119.1281227576,0
314,22,43,2025-01-01,2025-01-07,256988.99252678175,242374.17409947494,6
315,22,43,2025-02-01,2025-02-17,256988.99252678175,253310.7805019138,16
316,23,44,2024-11-01,2024-11-03,116999.77945540764,115427.66423791555,2
317,23,44,2024-12-01,2024-12-17,116999.77945540764,118142.28326893738,16
318,23,44,2025-01-01,2025-01-17,116999.77945540764,114641.24187520493,16
319,23,44,2025-02-01,2025-02-13,116999.77945540764,115394.26308978244,12
320,23,44,2025-03-01,2025-03-19,116999.77945540764,116157.59739399176,18
321,23,44,2025-04-01,2025-04-10,116999.77945540764,113196.68547026237,9
322,24,47,2024-02-01,2024-02-16,333459.99466308294,335541.4020543792,15
323,24,47,2024-03-01,2024-03-06,333459.99466308294,325922.00738636596,5
324,24,47,2024-04-01,2024-04-13,333459.99466308294,326817.4086341691,12
325,24,46,2025-01-01,2025-01-01,86690.60437016319,84208.2759618577,0
326,24,46,2025-02-01,2025-02-04,86690.60437016319,82265.9933881386,3
327,24,46,2025-03-01,2025-03-02,86690.60437016319,84093.25781251803,1
328,24,45,2025-01-01,2025-01-19,79200.68782478439,77623.82779108694,18
329,24,45,2025-02-01,2025-02-02,79200.68782478439,77847.29979050049,1
330,24,45,2025-03-01,2025-03-18,79200.68782478439,76755.5132302089,17
331,24,45,2025-04-01,2025-04-03,79200.68782478439,78578.52429945838,2
332,24,45,2025-05-01,2025-05-08,79200.68782478439,78684.18086598646,7
333,24,45,2025-06-01,2025-06-10,79200.68782478439,78748.54602633846,9
334,25,49,2024-07-01,2024-07-16,47368.70241289018,45711.81473814945,15
335,25,49,2024-08-01,2024-08-07,47368.70241289018,44750.61760239987,6
336,25,49,2024-09-01,2024-09-22,47368.70241289018,45612.154042709815,21
337,25,49,2024-10-01,2024-10-08,47368.70241289018,45793.17835540285,7
338,25,49,2024-11-01,2024-11-25,47368.70241289018,44240.98254283691,24
339,25,49,2024-12-01,2024-12-04,47368.70241289018,45205.77742862007,3
340,25,49,2025-01-01,2025-01-28,47368.70241289018,46062.3031075204,27
341,25,49,2025-02-01,2025-02-22,47368.70241289018,45051.39727781202,21
342,25,49,2025-03-01,2025-03-07,47368.70241289018,46179.701747283216,6
343,25,49,2025-04-01,2025-04-17,47368.70241289018,46251.41211422312,16
344,25,49,2025-05-01,2025-05-15,47368.70241289018,46059.14603812211,14
345,25,49,2025-06-01,2025-06-17,47368.70241289018,46414.143907025704,16
346,25,48,2025-01-01,2025-01-03,303518.10477098916,283629.41013584845,2
347,25,48,2025-02-01,2025-02-24,303518.10477098916,299268.151567713,23
348,25,48,2025-03-01,2025-03-08,303518.10477098916,285393.3047615652,7
349,26,50,2024-04-01,2024-04-20,282255.3494996757,283328.97678270395,19
350,26,50,2024-05-01,2024-05-17,282255.3494996757,274144.48133823305,16
351,26,50,2024-06-01,2024-06-06,282255.3494996757,275766.74955486885,5
352,26,51,2024-05-01,2024-05-05,91509.38698399502,92202.21934102182,4
353,26,51,2024-06-01,2024-06-27,91509.38698399502,90949.40051490637,26
354,26,51,2024-07-01,2024-07-05,91509.38698399502,90563.6481490531,4
355,26,51,2024-08-01,2024-08-18,91509.38698399502,89997.46991741483,17
356,26,51,2024-09-01,2024-09-23,91509.38698399502,90262.15009252273,22
357,26,51,2024-10-01,2024-10-19,91509.38698399502,90264.25728902908,18
358,26,51,2024-11-01,2024-11-15,91509.38698399502,86941.75631919476,14
359,26,51,2024-12-01,2024-12-13,91509.38698399502,88626.56195766873,12
360,26,51,2025-01-01,2025-01-03,91509.38698399502,91698.5438534401,2
361,26,51,2025-02-01,2025-02-27,91509.38698399502,91255.73539430044,26
362,26,51,2025-03-01,2025-03-15,91509.38698399502,91243.93688861783,14
363,26,51,2025-04-01,2025-04-13,91509.38698399502,89668.38155302849,12
364,27,52,2024-07-01,2024-07-21,37538.25261439948,36215.35214303994,20
365,27,52,2024-08-01,2024-08-08,37538.25261439948,36152.5226577592,7
366,27,52,2024-09-01,2024-09-17,37538.25261439948,37193.5099869568,16
367,27,52,2024-10-01,2024-10-25,37538.25261439948,36187.79503626515,24
