application_id,client_id,apply_date,amount_requested,product_type,decision_score,decision
35,19,2024-12-27,669743.1585956282,nano,0.8854321316285367,approved
38,20,2024-02-04,227007.8192362028,micro,1.0,approved
40,20,2024-02-25,920393.0753337769,micro,0.7848385662042452,approved
37,20,2024-11-19,952986.617046617,reload,0.9465327846309051,approved
39,20,2024-11-21,473250.7887636221,micro,1.0,approved
36,20,2024-12-07,623893.2443885831,nano,0.8574085344225586,approved
42,21,2024-01-06,100000.0,micro,0.8355493825676252,approved
41,21,2024-12-07,944727.6081855721,micro,0.8564448788924048,approved
43,22,2024-11-11,770966.9775803452,nano,0.806668797966771,approved
44,23,2024-10-20,701998.6767324458,nano,0.8117901694155478,approved
47,24,2024-01-03,1000379.9839892488,micro,0.9122732376759175,approved
46,24,2024-12-03,260071.81311048957,nano,1.0,approved
45,24,2024-12-16,475204.12694870634,micro,1.0,approved
49,25,2024-06-17,568424.4289546822,micro,0.6315469291301565,approved
48,25,2024-12-18,910554.3143129675,micro,0.6815465152475497,approved
50,26,2024-03-25,846766.048499027,micro,0.915297846299346,approved
51,26,2024-04-10,1098112.6438079402,micro,0.7363238422461249,approved
52,27,2024-06-14,337844.2735295953,nano,0.6664076781268171,approved
53,28,2024-11-30,715617.9255430616,nano,0.7414120871509831,approved
54,28,2024-12-02,263202.45483391144,nano,0.7621094362392982,approved
55,29,2024-10-30,662040.4747921288,nano,1.0,approved
56,30,2024-01-20,390822.6128264094,nano,0.9595953513722083,approved
57,30,2024-11-20,1094504.19844477,nano,1.0,approved
58,31,2024-03-27,301767.2618742754,nano,1.0,approved
59,32,2024-11-01,731354.0023025085,micro,0.5966388605412916,rejected
62,33,2024-06-17,476068.9737172966,nano,0.6555393516758317,approved
61,33,2024-10-31,509835.052920198,nano,0.9455244822534862,approved
60,33,2024-11-03,506053.2744958977,micro,0.9419319958629894,approved
63,34,2024-07-03,510725.8370764194,micro,0.8336584909828159,approved
64,35,2024-05-13,874223.1021145533,micro,0.9502785862550209,approved
65,35,2024-06-27,786867.1740693946,micro,0.8399299413853782,approved
66,35,2024-08-26,405514.17404506064,nano,1.0,approved
68,36,2024-08-12,138158.76725552103,reload,1.0,approved
67,36,2024-12-13,718886.0783516462,nano,1.0,approved
70,37,2024-08-03,772103.7879695299,nano,0.4125836299873413,rejected
69,37,2024-09-20,452128.3505642746,micro,0.8030784770097429,approved
73,37,2024-09-20,712002.5730885845,micro,0.8832646541535669,approved
71,37,2024-09-22,723385.9912565931,micro,0.9987085085247374,approved
72,37,2024-10-05,472137.5636156435,nano,0.8449130046960596,approved
74,38,2024-02-02,542851.5396663267,nano,1.0,approved
75,39,2024-04-24,677883.0981230058,nano,1.0,approved
77,40,2024-02-21,901287.7666568663,reload,1.0,approved
76,40,2024-02-27,363485.114725039,nano,0.9493935478222981,approved
78,41,2024-05-17,1106588.599761846,nano,1.0,approved
79,42,2024-02-04,157660.22296037682,nano,0.7659325715637328,approved
80,42,2024-06-14,359691.0357187522,reload,1.0,approved
81,43,2024-05-22,485233.4179926172,micro,1.0,approved
82,44,2024-12-29,605772.4792267916,micro,1.0,approved
83,45,2024-03-30,475443.4668884557,nano,1.0,approved
84,46,2024-03-28,431436.9689904782,micro,1.0,approved
85,46,2024-12-23,100000.0,nano,0.9153255473907198,approved
87,47,2024-02-01,431270.04182044603,nano,0.6623351075308321,approved
90,47,2024-08-11,547098.4671981982,nano,0.609779710538455,approved
89,47,2024-09-30,678076.9969351096,nano,0.7283339935419544,approved
86,47,2024-10-19,387506.33816834877,micro,1.0,approved
88,47,2024-11-06,490365.9578515226,reload,1.0,approved
91,48,2024-10-08,290787.00540268567,micro,0.8555371621765204,approved
92,49,2024-03-07,912200.0459166737,micro,0.8260712548595206,approved
93,49,2024-07-15,499162.5890103184,nano,1.0,approved
95,50,2024-02-04,368454.8716782931,micro,0.9343761403083228,approved
94,50,2024-09-12,1099115.262133568,nano,0.8948227546855013,approved
97,51,2024-04-19,1091234.197533786,micro,0.9637345033215926,approved
96,51,2024-04-21,100000.0,nano,0.6302278808870567,approved
98,52,2024-06-01,484232.9980766152,nano,1.0,approved
99,52,2024-07-12,1218466.0506965772,micro,0.9525095804414103,approved
100,52,2024-08-16,591927.6635909211,nano,1.0,approved
101,52,2024-09-24,374177.01986626413,micro,0.983592822891252,approved
102,53,2024-07-08,777651.7203337685,nano,0.9467757346495707,approved
103,54,2024-06-26,792111.8895913954,nano,0.6789687410473852,approved
104,55,2024-03-04,444372.36592122656,nano,0.517048724018108,rejected
105,55,2024-07-02,1229346.1773042749,nano,0.8076568831437897,approved
106,55,2024-12-15,740512.4766175008,nano,0.5082804894750761,rejected
107,56,2024-09-03,682265.2026629092,nano,0.9327164351837322,approved
108,57,2024-03-17,920002.9670642583,nano,0.8526672622637915,approved
112,57,2024-03-25,100000.0,nano,0.8010627527819938,approved
111,57,2024-08-18,728415.3447103994,micro,0.8382319214049576,approved
110,57,2024-10-02,333767.09506637946,nano,0.8517629878433659,approved
109,57,2024-10-31,633604.8248782929,nano,1.0,approved
114,58,2024-05-13,774198.2957527508,micro,0.7522549079135069,approved
115,58,2024-05-15,558294.1304812909,micro,0.5947630707386014,rejected
116,58,2024-07-03,323946.98816466617,nano,0.5744726108075702,rejected
113,58,2024-09-21,811777.3452896976,micro,0.8071921033500306,approved
117,58,2024-12-30,647850.4497029755,nano,0.5929619161777511,rejected
118,59,2024-11-30,410087.92314449575,nano,1.0,approved
120,60,2024-04-11,892271.6332281509,micro,1.0,approved
119,60,2024-05-31,333301.41160316963,reload,0.9821561626052703,approved
125,61,2024-04-28,687077.7089503108,nano,0.8670488205763063,approved
121,61,2024-07-04,264071.4283677826,micro,0.8280601430668749,approved
122,61,2024-09-24,961004.1453500134,nano,0.7703235067986683,approved
124,61,2024-09-24,428078.0050112554,nano,1.0,approved
123,61,2024-10-26,145285.3211802913,micro,0.761519272652779,approved
128,62,2024-09-03,275445.23353876563,nano,0.9395405529398925,approved
129,62,2024-11-27,958898.6083591621,nano,0.7663696692320712,approved
127,62,2024-12-06,240170.28725413105,micro,0.8994158545989921,approved
126,62,2024-12-22,174704.566757694,nano,0.9131726984567703,approved
130,63,2024-03-26,380489.7270616327,micro,1.0,approved
131,63,2024-04-02,100000.0,micro,1.0,approved
132,64,2024-03-27,574331.7084272786,nano,0.6446715970068347,rejected
133,64,2024-09-04,777014.2897089673,micro,0.44899933018727733,rejected
134,65,2024-01-31,480516.51241543563,reload,1.0,approved
135,65,2024-11-08,100000.0,reload,1.0,approved
136,66,2024-09-12,969785.7555937327,nano,0.80543456632837,approved
137,67,2024-04-20,624219.158529365,nano,1.0,approved
138,68,2024-06-14,510771.88874755095,nano,0.7844119078574129,approved
139,68,2024-11-21,400489.1571264111,micro,0.6555480889866554,approved
140,68,2024-11-27,599261.2699873912,nano,0.9331785166542679,approved
141,69,2024-05-06,557098.290671946,micro,1.0,approved
144,70,2024-02-07,507607.2440443937,reload,1.0,approved
143,70,2024-04-26,454337.4957602939,nano,0.8553315598786554,approved
145,70,2024-09-26,373443.5355572576,nano,0.5709942171896973,approved
142,70,2024-11-15,460195.7508116285,micro,0.8471821434108221,approved
146,71,2024-02-07,518604.9670724543,nano,0.7297935263749115,approved
147,71,2024-10-10,335880.42584140366,nano,0.7478293518273673,approved
148,72,2024-01-23,468233.3236961974,micro,1.0,approved
149,73,2024-02-10,251005.62395232223,nano,0.7295475718889609,approved
152,74,2024-03-24,302150.6632170005,nano,0.9446612349975841,approved
151,74,2024-05-01,652681.3777644562,nano,0.9925867635583616,approved
150,74,2024-07-04,100000.0,micro,0.6529933740036786,approved
153,75,2024-04-26,713258.8753366005,nano,0.7038044428223466,approved
154,76,2024-02-20,100000.0,nano,0.9213512751404301,approved
155,77,2024-04-12,1067147.5483574965,micro,0.8406480990186809,approved
157,77,2024-07-22,1129937.8304647394,nano,1.0,approved
156,77,2024-11-07,394466.26235270203,reload,0.7649211569540614,approved
158,78,2024-06-14,620729.1131969863,nano,1.0,approved
159,79,2024-10-27,654245.4710481456,nano,0.6515059495904916,approved
160,80,2024-01-29,178741.05929129355,micro,1.0,approved
162,81,2024-02-15,535442.8024524245,nano,0.8794939573666054,approved
161,81,2024-03-27,571045.6395707651,nano,0.9108710693224775,approved
163,82,2024-07-20,695198.353773374,micro,1.0,approved
165,83,2024-05-05,100000.0,micro,1.0,approved
166,83,2024-08-30,725628.445546591,nano,1.0,approved
164,83,2024-12-28,274297.94665938243,nano,1.0,approved
168,84,2024-09-04,176827.31816357048,nano,1.0,approved
167,84,2024-10-01,809711.5657800542,micro,1.0,approved
169,85,2024-01-13,583567.5240887951,nano,0.9992981136801834,approved
170,86,2024-10-17,235489.07007342664,nano,1.0,approved
172,86,2024-11-09,100000.0,nano,1.0,approved
171,86,2024-12-01,599893.6922649649,nano,0.9005798479816319,approved
176,87,2024-01-09,534900.4458117352,nano,0.9733383275865755,approved
174,87,2024-02-08,476659.60696934815,micro,1.0,approved
173,87,2024-06-11,463273.48027763434,micro,0.8407458660953606,approved
175,87,2024-06-15,1034490.1617412256,micro,0.9590161252273475,approved
177,88,2024-01-04,408243.1644302133,nano,1.0,approved
178,88,2024-08-07,506472.69564408687,nano,1.0,approved
179,89,2024-04-22,100000.0,nano,1.0,approved
180,90,2024-09-06,516566.0202041606,nano,1.0,approved
181,91,2024-12-22,396965.3615081589,nano,1.0,approved
182,92,2024-03-08,327896.8924642437,micro,0.9930579860340187,approved
183,93,2024-03-26,548437.8242330651,micro,0.7927120911889133,approved
186,94,2024-02-05,477772.9730564483,nano,0.8902027528627221,approved
187,94,2024-02-08,410865.80344978767,nano,0.7550678904942532,approved
184,94,2024-04-02,652099.2966623066,micro,1.0,approved
185,94,2024-06-04,153871.914217536,nano,0.7594600759961828,approved
188,95,2024-11-06,524339.5946328654,nano,1.0,approved
189,96,2024-03-26,249793.507805062,micro,0.9295355561968429,approved
190,97,2024-11-23,718765.652032661,micro,0.7910904293774458,approved
192,98,2024-03-31,598854.084329467,nano,0.8333302361681085,approved
193,98,2024-04-13,526617.6699425245,nano,0.9811164666261512,approved
191,98,2024-09-19,100000.0,reload,0.8713616367533498,approved
194,99,2024-06-28,511027.97963282734,nano,1.0,approved
196,100,2024-03-16,672815.8531121825,micro,0.8892361502122492,approved
195,100,2024-12-16,597944.2343095148,nano,0.8973204760095946,approved
198,101,2024-03-09,186883.06589756318,reload,0.8309687533446108,approved
197,101,2024-08-29,100000.0,micro,0.8206363236612206,approved
199,102,2024-12-06,437217.5753319391,micro,1.0,approved
200,103,2024-05-04,531458.0777496535,micro,0.9938042470522241,approved
201,104,2024-07-20,386041.9821647942,nano,1.0,approved
202,105,2024-12-28,522158.20557025034,nano,0.8269298532637566,approved
203,106,2024-04-20,284101.1651624697,reload,0.7639745038100632,approved
204,106,2024-08-28,255632.87399751163,micro,0.7318248547221384,approved
205,106,2024-12-25,796307.0592520371,micro,0.4867622326889851,rejected
207,107,2024-05-23,684283.9368604819,nano,0.9474909632351691,approved
209,107,2024-05-26,492485.62964493147,nano,0.927554089127594,approved
208,107,2024-05-27,628794.9430817822,micro,0.9560305022489599,approved
206,107,2024-11-04,965922.5237724537,micro,1.0,approved
210,108,2024-05-04,652151.845182582,micro,1.0,approved
211,109,2024-11-19,967502.604722968,micro,0.7227237862719604,approved
213,110,2024-04-12,707583.3962325001,nano,0.7900456971707326,approved
212,110,2024-04-29,560108.8021848692,nano,0.6780466334253397,approved
216,111,2024-05-25,471296.8587841844,nano,1.0,approved
215,111,2024-07-08,346554.75229579664,nano,1.0,approved
214,111,2024-09-03,470486.77858893527,reload,1.0,approved
218,112,2024-06-27,434631.97482186346,micro,1.0,approved
217,112,2024-09-14,594529.0908907835,nano,0.8046991003434713,approved
219,112,2024-12-07,258608.7368280209,micro,0.8884373313817918,approved
220,113,2024-12-23,839648.663267555,nano,1.0,approved
221,114,2024-05-12,945547.1773989967,micro,0.8090185058554692,approved
222,115,2024-05-29,328113.2580313413,micro,0.9007210905196605,approved
223,116,2024-08-08,560425.7543608407,nano,0.5242843242452341,rejected
224,117,2024-02-12,1282172.8451775056,reload,0.7964278216549494,approved
225,118,2024-12-08,704252.5090354341,micro,0.8417550050195265,approved
226,119,2024-02-20,183141.31841709866,nano,1.0,approved
228,120,2024-08-26,611517.9517095012,nano,1.0,approved
227,120,2024-10-17,323865.053718546,nano,1.0,approved
229,121,2024-03-17,661083.9745054569,micro,0.8756590890776839,approved
230,122,2024-01-19,916005.4165773097,nano,0.957950141148205,approved
231,122,2024-03-22,569663.6684659877,nano,1.0,approved
232,122,2024-11-21,453838.2379049827,nano,1.0,approved
233,123,2024-03-23,370771.7736539788,nano,0.9183052493534258,approved
234,124,2024-01-01,518896.10232579545,micro,0.5697979407740633,approved
235,124,2024-07-20,408406.9608259692,nano,1.0,approved
237,125,2024-04-22,100000.0,micro,0.830645587462795,approved
236,125,2024-07-15,549013.009283996,nano,0.9126906498644309,approved
238,126,2024-05-14,738185.2194202887,nano,0.6986401693449708,approved
241,127,2024-08-13,480396.9593199198,micro,0.8739299866563076,approved
240,127,2024-08-26,939450.5142595149,nano,0.5444903928401992,approved
239,127,2024-12-26,745666.3309621224,micro,0.9287131805080138,approved
245,128,2024-02-18,262734.89681788353,micro,0.9710600023774772,approved
242,128,2024-03-21,501961.3202804431,nano,0.6704765432788988,approved
244,128,2024-04-04,402363.52827957843,nano,0.8651512071525675,approved
243,128,2024-08-14,343394.14704613644,micro,0.8301295631078415,approved
246,129,2024-07-09,458162.84166796255,micro,1.0,approved
247,130,2024-11-02,962814.852520393,reload,1.0,approved
248,131,2024-11-20,1054660.4925091679,nano,1.0,approved
250,132,2024-03-16,470259.52779903484,nano,0.6135867454599385,rejected
249,132,2024-05-31,511351.9002256711,nano,0.7777526211398027,approved
251,133,2024-07-10,654247.8976665186,nano,1.0,approved
252,134,2024-05-10,279740.10503045766,micro,0.47083144042718333,rejected
253,134,2024-05-28,955481.3440878319,micro,0.7357588172685894,approved
255,135,2024-02-01,710594.5586913272,reload,0.8366147258781067,approved
254,135,2024-02-14,700035.3575957868,reload,1.0,approved
258,136,2024-04-27,356603.5487372709,nano,1.0,approved
256,136,2024-07-29,688678.8741237356,nano,0.6789566232668107,approved
257,136,2024-08-26,761474.0855927321,micro,1.0,approved
260,137,2024-04-30,617484.0276211598,nano,0.8968189773265094,approved
262,137,2024-05-06,791825.4251099643,nano,1.0,approved
259,137,2024-10-09,783816.1509520351,nano,1.0,approved
261,137,2024-12-20,532356.7765304889,nano,1.0,approved
263,138,2024-07-11,803832.0719571265,micro,0.7949399482393521,approved
264,138,2024-10-28,1022553.1017910994,nano,0.9148043175880429,approved
266,139,2024-01-15,916153.560713012,nano,0.4376111517341515,rejected
265,139,2024-08-13,1022766.4950329305,nano,0.8177581857549077,approved
267,140,2024-07-26,182253.7880231766,nano,1.0,approved
269,141,2024-03-28,226008.5881207661,nano,0.657064522431034,approved
268,141,2024-10-14,521270.2069460714,nano,0.4368973728970537,rejected
271,142,2024-03-30,100000.0,nano,0.9946930502554859,approved
270,142,2024-12-18,100000.0,nano,1.0,approved
272,143,2024-07-25,781012.705266339,nano,0.7831484915940653,approved
273,143,2024-09-14,1038926.5898026349,nano,0.8539742928642791,approved
275,144,2024-02-19,726498.6028632873,nano,1.0,approved
274,144,2024-04-20,344443.4936100982,micro,1.0,approved
276,145,2024-01-15,756719.3469569939,nano,0.6304228972263259,approved
279,146,2024-05-14,1210361.5384229524,micro,0.7637451352768183,approved
277,146,2024-07-31,1310586.8147050142,nano,0.6826479310050413,approved
278,146,2024-08-25,739849.532462216,nano,0.7805672691269491,approved
280,146,2024-12-28,861883.0084703325,nano,0.6983468419844147,approved
282,147,2024-01-22,344868.70153796114,nano,1.0,approved
281,147,2024-04-13,949883.7235779597,nano,1.0,approved
283,148,2024-03-03,799699.1468021676,nano,0.8136097917913865,approved
284,149,2024-12-19,893443.3720776003,micro,1.0,approved
287,150,2024-06-15,408837.2431140122,nano,1.0,approved
286,150,2024-10-17,818402.8480632738,nano,1.0,approved
285,150,2024-12-02,589018.8184557877,micro,1.0,approved
288,151,2024-06-15,297405.6541499715,nano,0.9695077598510999,approved
290,152,2024-02-27,550478.9354413307,reload,0.9187995089675168,approved
289,152,2024-04-25,128299.3670886493,nano,1.0,approved
291,153,2024-05-09,435311.204483737,micro,0.8665819432678161,approved
292,154,2024-02-26,345287.81401874044,micro,1.0,approved
293,154,2024-08-16,791976.8626802426,nano,1.0,approved
294,154,2024-12-12,698872.5707363295,nano,1.0,approved
296,155,2024-04-27,801499.8078108192,nano,1.0,approved
295,155,2024-08-13,616540.6756774761,nano,0.7754046686506186,approved
297,156,2024-10-27,113645.01039635797,nano,1.0,approved
298,157,2024-02-09,392068.60820932535,micro,1.0,approved
300,157,2024-03-24,937335.1333724591,nano,0.9076948104865952,approved
299,157,2024-03-28,522218.193211439,reload,0.9971857131521841,approved
301,158,2024-10-19,494040.2867836025,nano,1.0,approved
304,159,2024-05-15,139224.1770515865,nano,1.0,approved
303,159,2024-09-14,575748.9995762577,nano,1.0,approved
302,159,2024-10-27,550152.3665001675,reload,1.0,approved
305,160,2024-05-21,576516.1831389277,micro,0.5453533708149068,rejected
306,161,2024-03-13,253464.43951902865,nano,0.7046018228135839,approved
307,162,2024-03-10,651533.5037119351,nano,1.0,approved
308,163,2024-11-18,613260.8243767157,nano,1.0,approved
309,164,2024-09-15,290299.77650967205,nano,0.9006374424376071,approved
314,165,2024-04-20,390328.4785732416,micro,1.0,approved
311,165,2024-05-05,100000.0,nano,0.912577580601483,approved
312,165,2024-05-23,602134.2456482872,nano,0.9292345944230195,approved
310,165,2024-07-19,900334.3012663288,nano,0.9685911108901079,approved
313,165,2024-09-12,100000.0,micro,0.6666986467789651,approved
316,166,2024-01-30,707887.6761747629,micro,0.9654563545711609,approved
319,166,2024-02-13,779028.2703308186,nano,0.954590927355506,approved
317,166,2024-08-22,1071236.4655939038,micro,0.7751334560763389,approved
315,166,2024-10-04,526450.5132085913,nano,0.5988435689260907,approved
318,166,2024-11-01,147210.69544428115,micro,0.7795079159571114,approved
321,167,2024-03-22,290559.39179297135,nano,1.0,approved
320,167,2024-11-20,270834.99865709536,nano,1.0,approved
322,168,2024-03-12,810632.2326893975,nano,0.8845716598519998,approved
323,168,2024-12-02,652729.9957586961,micro,0.640717197085127,approved
324,169,2024-11-29,326880.46780084993,nano,0.7875123970628944,approved
325,170,2024-10-10,605723.491730521,micro,1.0,approved
326,171,2024-10-10,839229.8619710093,nano,0.5453610718327271,rejected
327,172,2024-11-23,600537.6369936231,nano,1.0,approved
328,173,2024-07-08,311976.37629399763,nano,0.8853504769291393,approved
329,173,2024-09-27,514765.68320145406,reload,0.8442430745593068,approved
331,174,2024-05-31,255814.49891926802,nano,0.7371293677343037,approved
332,174,2024-06-19,738275.1875551776,reload,0.8132721387046501,approved
330,174,2024-11-10,344356.9689941897,nano,0.7757424540522465,approved
333,175,2024-02-13,550818.5076975905,nano,0.9385490109857155,approved
334,175,2024-04-02,1259729.9932726861,nano,0.7737117443608292,approved
335,176,2024-02-01,461639.36833196523,nano,1.0,approved
337,177,2024-02-06,499471.5865232065,micro,1.0,approved
336,177,2024-02-29,556752.550960098,nano,1.0,approved
338,177,2024-08-13,734115.8032195045,nano,0.9936585111461311,approved
340,178,2024-02-13,850609.645048579,micro,0.9268813783275702,approved
339,178,2024-06-03,185198.64935686014,nano,0.9616983405722749,approved
343,178,2024-06-14,746174.2246839722,reload,0.9729728925533436,approved
342,178,2024-11-29,499113.50323397975,micro,0.7186030900918368,approved
341,178,2024-12-16,876445.8004137741,micro,1.0,approved
345,179,2024-08-12,688237.884597457,nano,0.6584013978057388,approved
344,179,2024-12-16,915596.3278217714,nano,0.6587716554664782,approved
348,180,2024-01-09,865330.3112951459,nano,0.8577541450465325,approved
349,180,2024-10-25,620211.9984380768,reload,0.9324703283580835,approved
346,180,2024-11-15,805358.0739379737,micro,1.0,approved
347,180,2024-12-12,183057.75752964843,micro,0.7998681345129681,approved
350,181,2024-11-11,186738.06736951962,micro,0.6771232297110397,approved
351,182,2024-05-29,1173521.7673767377,nano,0.6237583951450147,approved
352,182,2024-10-11,297881.87399371265,micro,0.8104053833581828,approved
353,183,2024-01-23,827442.544493471,micro,0.8875281871171626,approved
355,183,2024-04-06,602861.2987815446,nano,0.8245691586002849,approved
354,183,2024-08-21,100000.0,nano,1.0,approved
356,184,2024-12-20,857932.7176223358,nano,0.6228146079997721,approved
357,185,2024-01-11,344737.57599482575,micro,0.8050247384106005,approved
358,186,2024-02-18,846404.9312456293,nano,0.5579533185707957,rejected
359,186,2024-06-02,645586.5250984456,nano,0.7049084860434405,approved
361,186,2024-08-23,473499.8249045343,nano,0.8102763162195314,approved
360,186,2024-10-17,744394.7062964812,micro,0.5664329883368815,rejected
362,186,2024-11-08,840962.8718296565,reload,0.6470269539764539,approved
363,187,2024-05-03,998698.109715139,micro,1.0,approved
364,187,2024-07-21,588816.9030439435,micro,0.7356911646246972,approved
365,188,2024-10-01,505920.2473612783,nano,0.8231199428697447,approved
366,189,2024-06-12,404720.3074864635,micro,1.0,approved
367,189,2024-12-16,908990.4719994422,reload,1.0,approved
368,190,2024-06-21,923813.9240934483,nano,1.0,approved
369,190,2024-09-01,312371.1135603505,nano,1.0,approved
370,191,2024-06-24,703878.8041207324,nano,1.0,approved
371,191,2024-08-23,374808.85378831625,nano,1.0,approved
372,192,2024-06-06,332941.66745325644,micro,1.0,approved
373,193,2024-04-15,100000.0,nano,0.9906028881315878,approved
374,193,2024-10-04,578971.0006970095,reload,1.0,approved
375,194,2024-05-07,611591.8548456021,reload,0.8497285577717523,approved
376,195,2024-04-01,753996.7458531378,nano,0.710910778752017,approved
378,195,2024-06-09,779675.1556430067,nano,0.8514686535728666,approved
380,195,2024-07-18,528180.6674357103,nano,1.0,approved
379,195,2024-08-20,737522.5513109345,micro,0.8560515773067933,approved
377,195,2024-12-08,982561.2048069143,reload,0.7114406542229493,approved
381,196,2024-06-05,183881.8157014739,nano,0.7571351412148379,approved
382,197,2024-03-09,653223.3353517149,micro,1.0,approved
383,197,2024-11-21,655907.3666528971,micro,1.0,approved
384,198,2024-04-10,829983.4684777426,micro,0.9780541495857337,approved
385,199,2024-06-13,703207.2997155308,nano,0.7452299481604506,approved
386,199,2024-10-20,800366.9185859377,nano,0.6660282962257124,approved
387,200,2024-10-22,317596.836647348,reload,1.0,approved
389,201,2024-02-08,503546.4225642517,nano,0.7784205778009706,approved
388,201,2024-08-28,974081.153616494,nano,0.5192907899094857,rejected
390,202,2024-05-08,607359.5777644205,nano,1.0,approved
392,202,2024-08-08,100000.0,nano,1.0,approved
391,202,2024-08-14,100000.0,nano,1.0,approved
393,203,2024-08-10,449961.01709290995,reload,1.0,approved
394,203,2024-12-05,490560.0576492901,reload,1.0,approved
395,204,2024-01-25,855801.5341026376,nano,0.4965347688767407,rejected
397,204,2024-09-15,814951.544805263,nano,0.6654539740973581,approved
396,204,2024-11-06,814562.1167895469,micro,0.9060866448917877,approved
398,205,2024-01-28,796426.430084762,nano,0.9942797558800103,approved
400,205,2024-06-18,980927.4060413833,micro,0.879421373488044,approved
399,205,2024-09-22,364073.71428406064,nano,1.0,approved
401,206,2024-08-03,169224.18737491133,micro,1.0,approved
402,207,2024-08-13,100000.0,nano,0.9274356100496124,approved
403,208,2024-05-31,623193.8008833018,nano,0.8277147422583908,approved
406,209,2024-02-21,655700.9898132524,nano,0.8191754406795575,approved
405,209,2024-04-13,537071.3731593997,nano,0.7223093688588375,approved
408,209,2024-05-31,1020250.5668466088,micro,0.6314141012643519,approved
404,209,2024-06-22,449590.98611000646,nano,0.8571156313748199,approved
407,209,2024-09-08,537145.3351503507,nano,0.786462939293642,approved
409,210,2024-05-30,975805.3389368147,nano,0.9507894561592736,approved
410,211,2024-01-06,275150.86966218275,nano,1.0,approved
411,211,2024-10-03,270074.56647385063,micro,1.0,approved
412,212,2024-05-05,691292.6231821665,nano,1.0,approved
415,213,2024-02-07,638886.4253665709,reload,1.0,approved
413,213,2024-05-13,590969.9883300592,nano,1.0,approved
414,213,2024-06-11,763137.0961084671,nano,1.0,approved
416,213,2024-11-03,647166.8745590807,reload,1.0,approved
417,214,2024-10-14,306569.9926395244,reload,1.0,approved
419,215,2024-02-17,100000.0,nano,1.0,approved
418,215,2024-07-02,524541.6455508076,nano,0.8056065578175755,approved
420,216,2024-04-12,652749.8414417618,nano,1.0,approved
421,217,2024-07-04,715206.6521980363,nano,0.825408945431165,approved
422,217,2024-09-03,1120669.660742294,nano,0.572497089416388,rejected
423,218,2024-01-16,193070.2615327413,nano,1.0,approved
424,218,2024-11-24,763546.9194037488,micro,1.0,approved
425,219,2024-04-18,483711.464702517,micro,0.5263034996724755,rejected
427,220,2024-06-13,550140.8285513043,nano,1.0,approved
428,220,2024-08-11,472686.88554209634,nano,0.7426425288393745,approved
426,220,2024-10-21,653147.0033786041,nano,0.9073262989002163,approved
429,221,2024-05-08,258337.62069293216,nano,0.8792443546603896,approved
430,222,2024-04-11,564802.9864208801,nano,1.0,approved
432,223,2024-04-24,553314.7736266083,micro,1.0,approved
433,223,2024-09-17,738052.01293798,nano,0.954212780358053,approved
434,223,2024-10-21,906219.5343499586,nano,1.0,approved
431,223,2024-12-06,637301.2660737345,micro,1.0,approved
435,224,2024-09-01,478911.0520966251,micro,1.0,approved
436,225,2024-10-08,621894.237809686,nano,0.9776158588557015,approved
437,226,2024-12-20,531301.5812751253,nano,0.8418722779530398,approved
439,227,2024-05-16,606520.5031784077,micro,1.0,approved
